name,all,function def,class def,import,exception,param,keyword,alias,object decl,object
ti_deps,53,,,51,,,,,,2
cls,695,,,,,209,17,,,469
classmethod,195,,,,,,,,,195
on_load,2,1,,,,,,,,1
is_valid_plugin,3,1,,,,,,,,2
plugin_obj,6,,,,,1,,,,5
isclass,3,,,,,,,,,3
issubclass,14,,,,,,,,,14
register_plugin,3,1,,,,,,,,2
plugin_instance,9,,,,,1,,,,8
load_entrypoint_plugins,2,1,,,,,,,,1
entry_point,9,,,,,,,,,9
plugin_class,3,,,,,,,,,3
load,47,4,,1,,,1,,,41
exception,196,,,,4,14,,,,178
load_plugins_from_plugin_directory,2,1,,,,,,,,1
mod_name,18,,,,,1,,,,17
file_ext,9,,,,,,,,,9
splitext,8,,,,,,,,,8
loader,19,,,,,,7,,,12
SourceFileLoader,2,,,,,,,,,2
spec,84,,,1,,,6,,,77
spec_from_loader,2,,,,,,,,,2
mod,18,,,,,,,,,18
module_from_spec,2,,,,,,,,,2
modules,11,,,,,,,,,11
exec_module,2,,,,,,,,,2
mod_attr_value,2,,,,,,,,,2
m,15,,,,,,,,,15
make_module,3,1,,,,,,,,2
objects,40,1,,,,2,2,,,35
_name,23,1,,,,,,,,22
_objects,1,,,,,,,,,1
o,45,,,,,5,,,,40
ensure_plugins_loaded,11,1,,,,,,,,10
stats,23,,,13,,,,,,10
Stats,83,,1,13,,,,,,69
timer,24,4,,,,,,,,20
plugin,51,2,,2,,,,,,47
num_loaded,3,,,,,,,,,3
duration,53,1,,,,,1,,,51
initialize_web_ui_plugins,4,1,,,,,,,,3
bp,6,,,,,,,,,6
initialize_ti_deps_plugins,3,1,,,,,,,,2
ti_dep,3,,,,,,,,,3
initialize_extra_operators_links_plugins,7,1,,,,,,,,6
link,32,1,,,,,1,,,30
initialize_timetables_plugins,2,1,,,,,,,,1
timetable_class,8,,,,,,,,,8
integrate_executor_plugins,4,1,,,,,,,,3
plugin_name,2,,,,,,,,,2
executors_module,5,,,,,,,,,5
integrate_macros_plugins,4,1,,1,,,,,,2
macros_module,6,,,,,,,,,6
setattr,32,,,,,,,,,32
integrate_listener_plugins,3,1,,1,,,,,,1
listener_manager,2,,,,,1,,,,1
add_listener,2,1,,,,,,,,1
get_plugin_info,5,1,,2,,,,,,2
attrs_to_dump,4,,,,,1,,,,3
plugins_info,11,,,,,,,,,11
attr,173,,,13,,16,,,,144
import_name,2,,,,,,,,,2
fnmatch,16,,,6,,,,,,10
dataclasses,7,,,7,,,,,,
dataclass,14,,,7,,,,,,7
wraps,90,1,,24,,,,,,65
time,275,,,93,,,,,,182
perf_counter,9,,,1,,,,,,8
Callable,307,,,100,,,,,,207
MutableMapping,16,,,5,,,,,,11
TypeVar,71,,,33,,,,,,38
cast,136,,,51,,,,,,85
typing_compat,23,,,23,,,,,,
Literal,28,,,11,,,,,,17
logging_mixin,60,,,60,,,,,,
LoggingMixin,121,,1,58,,,,,,62
resources,66,1,,2,,6,8,,,49
resource_files,5,,,,,,1,2,,2
importlib_resources,1,,,1,,,,,,
MIN_PROVIDER_VERSIONS,2,,,,,,,,,2
decorators,52,,,49,,,,,,3
TaskDecorator,22,,1,9,,,,,,12
LazyDictWithCache,4,,1,,,,,,,3
kw,7,,,,,4,,,,3
_resolved,4,,,,,,,,,4
_raw_dict,9,,,,,,,,,9
callable,20,,,,,,,,,20
iter,26,,,,,,,,,26
_create_provider_info_schema_validator,2,1,,,,,,,,1
jsonschema,15,,,8,,,,,,7
joinpath,2,,,,,,,,,2
f,223,,,,1,15,,,,207
schema,451,,,3,,48,126,,,274
validator_for,2,,,,,,,,,2
validators,31,,,5,,1,8,,,17
validator,9,,,,,,2,,,7
_create_customized_form_field_behaviours_schema_validator,2,1,,,,,,,,1
_check_builtin_provider_prefix,3,1,,,,,,,,2
provider_package,30,,,,,6,,,,24
provider_path,3,,,,,,,,,3
ProviderInfo,11,,1,1,,,,,,9
package_or_source,4,,,,,,,,,4
is_source,2,,,,,,,,,2
HookClassProvider,4,,1,,,,,,,3
hook_class_name,37,,,,,1,4,,,32
HookInfo,6,,1,,,,,,,5
connection_id_attribute_name,9,,,,,,1,,,8
hook_name,102,,,,,,1,,,101
connection_type,38,,,,,1,3,,,34
connection_testable,3,,,,,,1,,,2
ConnectionFormWidgetInfo,4,,1,,,,,,,3
field,245,,,1,,28,5,,,211
field_name,67,,,,,8,1,,,58
T,134,,,,,,,,,134
bound,26,,,,,,26,,,
log_debug_import_from_sources,2,1,,,,,,,,1
exc_info,46,,,,,1,39,,,6
log_optional_feature_disabled,4,1,,,,,,,,3
log_import_warning,3,1,,,,,,,,2
KNOWN_UNHANDLED_OPTIONAL_FEATURE_ERRORS,2,,,,,,,,,2
_sanity_check,6,1,,,,,,,,5
provider_info,27,,,,,2,2,,,23
imported_class,2,,,,,,,,,2
known_error,3,,,,,,,,,3
provider_info_cache,9,1,,,,,,,,8
cache_name,5,,,,,1,,,,4
provider_info_cache_decorator,2,1,,,,,,,,1
func,346,,,33,,31,93,,,189
wrapped_function,6,3,,,,,,,,3
providers_manager_instance,3,,,,,,,,,3
_initialized_cache,3,,,,,,,,,3
start_time,32,1,,,,2,3,,,26
ProvidersManager,40,,1,13,,,,,,26
_instance,8,,,,,,,,,8
resource_version,36,,,,,3,2,,,31
_provider_dict,16,,,,,,,,,16
_hooks_dict,1,,,,,,,,,1
_taskflow_decorators,6,,,,,,,,,6
_hook_provider_dict,11,,,,,,,,,11
_hooks_lazy_dict,5,,,,,,,,,5
_connection_form_widgets,4,,,,,,,,,4
_field_behaviours,6,,,,,,,,,6
_extra_link_class_name_set,3,,,,,,,,,3
_logging_class_name_set,3,,,,,,,,,3
_secrets_backend_class_name_set,3,,,,,,,,,3
_api_auth_backend_module_names,3,,,,,,,,,3
_provider_schema_validator,3,,,,,,,,,3
_customized_form_fields_schema_validator,2,,,,,,,,,2
initialize_providers_list,9,1,,,,,,,,8
_discover_all_airflow_builtin_providers_from_local_sources,2,1,,,,,,,,1
_discover_all_providers_from_packages,2,1,,,,,,,,1
_verify_all_providers_all_compatible,2,1,,,,,,,,1
packaging,8,,,8,,,,,,
packaging_version,3,,,,,,,1,,2
min_version,9,,,,,,,,,9
initialize_providers_hooks,5,1,,,,,,,,4
_discover_hooks,2,1,,,,,,,,1
initialize_providers_taskflow_decorator,2,1,,,,,,,,1
_discover_taskflow_decorators,2,1,,,,,,,,1
initialize_providers_extra_links,3,1,,,,,,,,2
_discover_extra_links,2,1,,,,,,,,1
initialize_providers_logging,2,1,,,,,,,,1
_discover_logging,2,1,,,,,,,,1
initialize_providers_secrets_backends,2,1,,,,,,,,1
_discover_secrets_backends,2,1,,,,,,,,1
initialize_providers_auth_backends,2,1,,,,,,,,1
_discover_auth_backends,2,1,,,,,,,,1
provider_info_package_name,3,,,,,,,,,3
_add_provider_info_from_local_source_files_on_path,2,1,,,,,,,,1
root_path,2,,,,,,,,,2
folder,5,1,,,,,,,,4
subdirs,2,,,,,,,,,2
walk,10,1,,,,,,,,9
topdown,4,,,,,1,2,,,1
sep,35,,,,,5,2,,,28
_add_provider_info_from_local_source_file,2,1,,,,,,,,1
_discover_hooks_from_connection_types,2,1,,,,,,,,1
hook_class_names_registered,7,,,,,2,,,,5
already_registered_warning_connection_types,5,,,,,2,,,,3
provider_uses_connection_types,7,,,,,1,,,,6
connection_types,3,,,,,,,,,3
connection_type_dict,3,,,,,,,,,3
already_registered,8,,,,,,,,,8
_import_hook,3,1,,,,,,,,2
_discover_hooks_from_hook_class_names,2,1,,,,,,,,1
hook_class_names,3,,,,,,,,,3
hook_info,11,,,,,,,,,11
already_registered_connection_type,3,,,,,,,,,3
duplicated_connection_types,3,,,,,,,,,3
_import_info_from_all_hooks,3,1,,,,,,,,2
taskflow_decorator,3,,,,,,,,,3
_add_taskflow_decorator,2,1,,,,,,,,1
decorator_class_name,3,,,,,1,,,,2
other_name,3,,,,,,,,,3
_get_attr,4,1,,,,,,,,3
obj,267,,,,,60,,,,207
attr_name,45,,,,,5,,,,40
wtforms,28,,,28,,,,,,
BooleanField,8,,,3,,,,,,5
IntegerField,8,,,4,,,,,,4
PasswordField,24,,,9,,,,,,15
StringField,86,,,20,,,,,,66
class_provider,3,,,,,,,,,3
allowed_field_classes,3,,,,,,,,,3
hook_class,25,,,,,2,,,,23
rsplit,14,,,,,,,,,14
maxsplit,2,,,,,,2,,,
widgets,21,,,7,,1,2,,,11
get_connection_form_widgets,22,21,,,,,,,,1
widget,98,,,,,,94,,,4
field_class,3,,,,,,,,,3
_add_widgets,2,1,,,,,,,,1
field_behaviours,7,2,,,,,,,,5
get_ui_field_behaviour,37,36,,,,,,,,1
_add_customized_fields,2,1,,,,,,,,1
hook_connection_type,4,,,,,,,,,4
conn_type,241,,,,,5,61,,,175
field_identifier,6,,,,,,,,,6
prefixed_field_name,4,,,,,,,,,4
customized_fields,3,,,,,1,,,,2
extra_link_class_name,3,,,,,,,,,3
logging_class_name,3,,,,,,,,,3
secrets_backends_class_name,3,,,,,,,,,3
auth_backend_module_name,3,,,,,,,,,3
property,327,,,,,,,,,327
taskflow_decorators,2,1,,,,,,,,1
extra_links_class_names,3,1,,,,,,,,2
connection_form_widgets,4,1,,,,,,,,3
logging_class_names,2,1,,,,,,,,1
secrets_backend_class_names,2,1,,,,,,,,1
auth_backend_module_names,2,1,,,,,,,,1
session,2280,,,110,,456,314,,,1400
find_session_idx,4,1,,1,,,,,,2
provide_session,376,1,,73,,,,,,302
State,348,,1,43,,,1,,,303
DummySentry,4,,1,,,,,,,3
add_tagging,3,2,,,,,,,,1
task_instance,572,,,,,90,169,,2,311
add_breadcrumbs,3,2,,,,,,,,1
enrich_errors,4,2,,,,,,,,2
flush,91,6,,,,,2,,,83
Sentry,12,,,5,,,,,,7
sentry_sdk,11,,,4,,,,,,7
blinker,1,,,1,,,,,,
signal,123,,,18,,,,,,105
integrations,10,,,4,,,2,,,4
flask,50,,,48,,,,,,2
FlaskIntegration,2,,,1,,,,,,1
ignore_logger,2,,,1,,,,,,1
ConfiguredSentry,2,,1,,,,,,,1
SCOPE_DAG_RUN_TAGS,2,,,,,,,,,2
frozenset,49,,,,,,,,,49
SCOPE_TASK_INSTANCE_TAGS,2,,,,,,,,,2
SCOPE_CRUMBS,2,,,,,,,,,2
UNSUPPORTED_SENTRY_OPTIONS,2,,,,,,,,,2
executor_name,18,,,,,2,,,,16
sentry_flask,2,,,,,,,,,2
CeleryIntegration,2,,,1,,,,,,1
sentry_celery,2,,,,,,,,,2
dsn,31,1,,,,3,3,,,24
sentry_config_opts,9,,,,,,,,,9
old_way_dsn,2,,,,,,,,,2
new_way_dsn,2,,,,,,,,,2
unsupported_options,6,,,,,,,,,6
intersection,15,,,,,,,,,15
init,24,,,,,,16,,,8
dag_run,359,,,,,14,2,,3,340
task,785,3,,24,,32,9,,,717
configure_scope,1,,,,,,,,,1
scope,15,,,,,3,2,,,10
tag_name,17,,,,,2,,,,15
attribute,17,,,,,3,5,,,9
set_tag,3,,,,,,,,,3
dr,100,,,,,1,,,,99
get_dagrun,33,2,,,,,,,,31
task_instances,47,1,,,,3,7,,,36
get_task_instances,15,4,,,,,,,,11
SUCCESS,72,,,,,,,,,72
FAILED,86,,,,,,,,,86
ti,964,,,,,76,5,,,883
crumb_tag,3,,,,,,,,,3
add_breadcrumb,1,,,,,,,,,1
session_args_idx,9,,,,,,,,,9
wrapper,35,16,,,,,,,,19
_self,7,,,,,2,,,,5
IndexError,10,,,,,,,,,10
push_scope,1,,,,,,,,,1
capture_exception,1,,,,,,,,,1
atexit,3,,,1,,,,,,2
pendulum,198,,,82,,,,,,116
sqlalchemy,379,,,375,,,,,,4
create_engine,16,,,7,,,,,,9
exc,68,,,26,6,1,1,,,34
engine,83,,,6,,2,1,,3,71
Engine,3,,,1,,,1,,,1
orm,92,,,81,,,,,,11
scoped_session,2,,,1,,,,,,1
sessionmaker,18,,,1,,,,,,17
Session,364,,,60,,,,,2,302
SASession,20,,,,,,,2,,18
pool,280,1,,15,,21,24,,,219
NullPool,2,,,1,,,,,,1
executor_constants,17,,,5,,,,,,12
orm_event_handlers,1,,,1,,,,,,
setup_event_handlers,3,1,,1,,,,,,1
www,66,,,66,,,,,,
UIAlert,3,,1,1,,,,,,1
TIMEZONE,17,,,1,,,,,,16
timezone,417,1,,69,,11,38,,,298
tz,73,,,5,,4,48,,,16
local_timezone,6,,,,,,,,,6
HEADER,6,,,,,,,,,6
LOGGING_LEVEL,4,,,,,,,,,4
GUNICORN_WORKER_READY_PREFIX,3,,,,,,,,,3
LOG_FORMAT,4,,,,,,,,,4
SIMPLE_LOG_FORMAT,4,,,,,,,,,4
SQL_ALCHEMY_CONN,13,,,,,,,,1,12
LOGGING_CLASS_PATH,4,,,,,,,,1,3
DONOT_MODIFY_HANDLERS,4,,,,,,,,1,3
DAGS_FOLDER,18,,,1,,,,,1,16
STATE_COLORS,5,,,2,,,,,,3
_get_rich_console,2,1,,,,,,,,1
rich,13,,,12,,,,,,1
console,124,,,6,,1,1,,,116
Console,11,,,5,,,,,,6
custom_show_warning,2,1,,,,,,,,1
lineno,10,,,,,2,,,,8
markup,1,,,1,,,,,,
write_console,2,,,,,,,,,2
soft_wrap,3,,,,,,3,,,
replace_showwarning,3,1,,,,,,,,2
original,2,,,,,,,,,2
showwarning,2,,,,,,,,,2
original_show_warning,2,,,,,,,,,2
register,4,,,,,,,,,4
task_policy,2,1,,,,,,,,1
dag_policy,2,1,,,,,,,,1
dag,1451,5,,70,,76,72,,,1228
task_instance_mutation_hook,12,1,,3,,,,,,8
is_noop,2,,,,,,,,,2
pod_mutation_hook,10,1,,4,,,,,,5
pod,245,,,2,,44,12,,,187
get_airflow_context_vars,2,1,,,,,,,,1
context,2160,,,330,,944,254,,,632
get_dagbag_import_timeout,2,1,,,,,,,,1
dag_file_path,1,,,,,1,,,,
configure_vars,3,1,,,,,,,,2
configure_orm,4,1,,,,,,,,3
disable_connection_pool,9,,,,,3,3,,,3
secrets_masker,17,,,14,,,,,,3
mask_secret,20,1,,7,,,,,,12
getpid,17,,,,,,,,,17
engine_args,11,,,,,,,,,11
prepare_engine_args,3,1,,,,,,,,2
connect_args,4,,,,,,1,,,3
url,256,,,2,,16,49,,,189
autocommit,125,,,,,33,13,,,79
autoflush,1,,,,,,1,,,
bind,42,,,,,,11,,,31
expire_on_commit,2,,,,,,1,,,1
dialect,170,,,,,11,1,,,158
execute,986,679,,,,,,,,307
params,228,,,,,28,30,,,170
database,179,1,,2,,31,22,,,123
fetchone,25,3,,,,,,,,22
critical,8,,,,,,,,,8
close,92,15,,,,,,,,77
DEFAULT_ENGINE_ARGS,2,,,,,,,,,2
default_args,81,,,,,5,15,,,61
pool_size,3,,,,,,,,,3
max_overflow,3,,,,,,,,,3
pool_recycle,3,,,,,,,,,3
pool_pre_ping,2,,,,,,,,,2
dispose_orm,4,1,,,,,,,,3
dispose,8,,,,,,,,,8
reconfigure_orm,3,1,,,,,,,,2
configure_adapters,2,1,,,,,,,,1
DateTime,214,,,17,,,,,,197
Pendulum,4,,,,,,,1,,3
register_adapter,2,,,1,,,,,,1
isoformat,101,,,,,,,,,101
MySQLdb,18,,,7,,,,,,11
converters,6,,,2,,,,,,4
conversions,22,,,,,5,4,,,13
DateTime2literal,1,,,,,,,,,1
pymysql,3,,,1,,,,,,2
escape_datetime,1,,,,,,,,,1
validate_session,2,1,,,,,,,,1
worker_precheck,2,,,,,,,,,2
check_session,2,,,,,,,,,2
conn_status,3,,,,,,,,,3
DBAPIError,3,,,1,,,,,,2
configure_action_logging,2,1,,,,,,,,1
prepare_syspath,2,1,,,,,,,,1
config_path,13,,,,,1,,,,12
get_session_lifetime_config,2,1,,,,,,,,1
session_lifetime_minutes,7,,,,,,,,,7
session_lifetime_days,6,,,,,,,,,6
uses_deprecated_lifetime_configs,2,,,,,,,,,2
minutes_per_day,3,,,,,,,,,3
default_lifetime_minutes,2,,,,,,,,,2
import_local_settings,2,1,,,,,,,,1
airflow_local_settings,6,,,1,,,,,,5
i,140,,,,,1,,,,139
ModuleNotFoundError,1,,,,,,,,,1
initialize,6,1,,1,,,,,,4
KILOBYTE,3,,,,,,,,,3
MEGABYTE,2,,,,,,,,,2
WEB_COLORS,4,,,1,,,,,,3
MIN_SERIALIZED_DAG_UPDATE_INTERVAL,4,,,1,,,,,,3
COMPRESS_SERIALIZED_DAGS,3,,,1,,,,,,2
MIN_SERIALIZED_DAG_FETCH_INTERVAL,2,,,,,,,,,2
CAN_FORK,4,,,1,,,,,,3
EXECUTE_TASKS_NEW_PYTHON_INTERPRETER,3,,,,,,,,,3
ALLOW_FUTURE_EXEC_DATES,3,,,,,,,,,3
CHECK_SLAS,2,,,,,,,,,2
USE_JOB_SCHEDULE,2,,,,,,,,,2
LAZY_LOAD_PLUGINS,2,,,,,,,,,2
LAZY_LOAD_PROVIDERS,2,,,,,,,,,2
IS_K8S_OR_K8SCELERY_EXECUTOR,4,,,1,,,,,,3
KUBERNETES_EXECUTOR,6,,,1,,,,,,5
CELERY_KUBERNETES_EXECUTOR,8,,,2,,,,,,6
LOCAL_KUBERNETES_EXECUTOR,6,,,1,,,,,,5
HIDE_SENSITIVE_VAR_CONN_FIELDS,2,,,,,,,,,2
MASK_SECRETS_IN_LOGS,5,,,,,,,,,5
DASHBOARD_UIALERTS,2,,,,,,,,,2
AIRFLOW_MOVED_TABLE_PREFIX,5,,,1,,,,,,4
DAEMON_UMASK,8,,,,,,,,,8
socket,50,,,11,,,,,,39
string,29,,,4,,6,,,,19
Protocol,27,,,14,,,,,,13
TimerProtocol,2,,1,,,,,,,1
exc_type,11,,,,,9,,,,2
exc_value,6,,,,,4,,,,2
traceback,40,,,9,,7,,,,24
start,131,18,,,,2,20,,,91
stop,39,4,,,,,15,,,20
send,22,4,,,,2,2,,,14
StatsLogger,3,,1,,,,,,,2
incr,41,4,,,,,,,,37
stat,103,1,,1,,21,,,,80
count,193,,,,,11,7,,,175
rate,18,,,,,12,,,,6
decr,9,4,,,,,,,,5
gauge,21,4,,,,,,,,17
delta,70,,,,,9,2,,,59
timing,11,4,,,,,,,,7
dt,68,1,,,,7,,4,,56
Timer,9,,1,1,,,,,,7
_start_time,7,,,,,,,,,7
real_timer,7,,,,,1,,,,6
DummyStatsLogger,3,,1,,,,,,,2
ALLOWED_CHARACTERS,3,,,,,,,,,3
ascii_letters,2,,,,,,,,,2
digits,3,,,,,,,,,3
stat_name_default_handler,2,1,,,,,,,,1
stat_name,7,,,,,1,,,,6
c,225,,,,,,,1,,224
get_current_handler_stat_name_func,2,1,,,,,,,,1
validate_stat,11,1,,,,,,,,10
fn,7,,,,,3,,,,4
handler_stat_name_func,2,,,,,,,,,2
AllowListValidator,5,,1,,,,,,,4
allow_list,7,,,,,1,,,,6
item,234,,,,,23,8,,,203
test,12,2,,,,,,,,10
SafeStatsdLogger,2,,1,,,,,,,1
statsd_client,2,,,,,1,,,,1
allow_list_validator,20,,,,,2,,,,18
SafeDogStatsdLogger,2,,1,,,,,,,1
dogstatsd_client,2,,,,,1,,,,1
dogstatsd,8,,,,,,,,,8
tags,293,,,,,43,125,,,125
increment,1,,,,,,,,,1
metric,40,,,,,,5,,,35
sample_rate,3,,,,,,3,,,
decrement,1,,,,,,,,,1
total_seconds,48,,,,,,,,,48
timed,1,,,,,,,,,1
_Stats,2,,1,,,,,,,1
factory,32,1,,,,2,14,,,15
instance,428,,,2,,63,59,,,304
gaierror,1,,,,,,,,,1
is_datadog_enabled_defined,2,,,,,,,,,2
get_dogstatsd_logger,2,1,,,,,,,,1
get_statsd_logger,2,1,,,,,,,,1
StatsClient,3,,,1,,,,,,2
stats_class,5,,,,,,,,,5
host,291,1,,1,,8,61,,,220
port,220,,,,,8,44,,,168
prefix,236,,,,,31,55,,,150
datadog,5,,,5,,,,,,
DogStatsd,2,,,1,,,,,,1
namespace,207,,,,,37,44,,,126
constant_tags,1,,,,,,1,,,
get_constant_tags,2,1,,,,,,,,1
dogstatsd_allow_list,2,,,,,,,,,2
tags_in_string,4,,,,,,,,,4
key_value,2,,,,,,,,,2
metaclass,6,,,,,,6,,,
jinja2,65,,,20,,,,,,45
nativetypes,7,,,3,,,,,,4
sandbox,3,,,1,,,,,,2
_AirflowEnvironmentMixin,3,,1,,,,,,,2
filters,36,,,5,,4,5,,,22
FILTERS,2,,,,,,,,,2
is_safe_attribute,1,1,,,,,,,,
is_internal_attribute,1,,,,,,,,,1
NativeEnvironment,7,,1,1,,,,,,5
SandboxedEnvironment,7,,1,2,,,,,,4
ds_filter,2,1,,,,,,,,1
date,66,,,4,,2,4,,,56
strftime,36,,,,,,,,,36
ds_nodash_filter,2,1,,,,,,,,1
ts_filter,2,1,,,,,,,,1
ts_nodash_filter,2,1,,,,,,,,1
ts_nodash_with_tz_filter,2,1,,,,,,,,1
TypedDict,14,,,8,,,,,,6
runtime_checkable,8,,,5,,,,,,3
ParamSpec,6,,,4,,,,,,2
PackageNotFoundError,2,,,,,,,,,2
extend_path,1,,,,,,,,,1
login,170,,,,,3,14,,,153
PY36,1,,,,,,,,,1
PY37,1,,,,,,,,,1
PY38,1,,,,,,,,,1
PY310,1,,,,,,,,,1
__lazy_imports,5,,,,,,,,,5
module_path,11,,,,,,,,,11
import_module,20,,,7,,,,,,13
plugins_manager,54,,,20,,,,,,34
providers_manager,21,,,14,,,,,,7
manager,35,,,10,,,,,,25
STATICA_HACK,6,,,,,,,,,6
models,1006,,,882,,,,,,124
DAG,340,,1,90,,,,,,249
xcom_arg,27,,,27,,,,,,
XComArg,108,,1,28,,,,,,79
argcomplete,2,,,1,,,,,,1
cli,103,2,,57,,,,,,44
cli_parser,8,,,6,,,,,,2
main,24,5,,1,,2,,,,16
parser,71,,,1,,1,,,,69
get_parser,11,2,,3,,,,,,6
autocomplete,2,1,,,,,,,,1
parse_args,10,,,,,,,,,10
load_auth,2,1,,,,,,,,1
auth_backends,9,1,,,,,,,,8
backend,28,,,1,,,1,,,26
auth,203,,,35,,2,12,,,154
Response,67,,,18,,,,,,49
request,628,,,23,,15,224,,,366
flask_appbuilder,59,,,59,,,,,,
const,4,,,4,,,,,,
AUTH_LDAP,7,,,2,,,,,,5
flask_login,2,,,2,,,,,,
login_user,2,,,1,,,,,,1
airflow_flask_app,12,,,12,,,,,,
get_airflow_app,96,1,,12,,,,,,83
fab_security,15,,,15,,,,,,
sqla,41,,,21,,,,2,,18
User,21,,2,6,,,,,,13
CLIENT_AUTH,5,,,,,,,,,5
init_app,12,7,,,,,,,,5
auth_current_user,2,1,,,,,,,,1
authorization,1,,,,,,,,,1
username,207,,,,,24,33,,,150
ab_security_manager,11,,,,,,,,,11
sm,151,,,,,1,,,,150
appbuilder,302,,,,,3,,,,299
user,321,,,,,31,21,,,269
auth_type,86,1,,,,6,6,,,73
auth_user_ldap,2,1,,,,,,,,1
auth_user_db,2,1,,,,,,,,1
remember,1,,,,,,1,,,
requires_authentication,26,7,,,,,,,,19
function,43,,,,,8,3,,,32
decorated,25,9,,,,1,,,,15
_request_ctx_stack,1,,,1,,,,,,
stack,14,,,,,,,1,,13
g,46,,,12,,,,,,34
make_response,4,,,2,,,,,,2
requests_kerberos,1,,,1,,,,,,
HTTPKerberosAuth,2,,,1,,,,,,1
net,14,,,14,,,,,,
getfqdn,4,1,,1,,,,,,2
service,129,,,,,9,9,,,111
KerberosService,2,,1,,,,,,,1
service_name,17,,,,,,5,,,12
_KERBEROS_SERVICE,3,,,,,,,,,3
app,248,,,11,,44,4,,2,187
hostname,83,,,,,2,7,,,74
principal,35,,,,,10,7,,,18
getServerPrincipalDetails,1,,,,,,,,,1
KrbError,1,,,,,,,,,1
_unauthorized,2,1,,,,,,,,1
_forbidden,2,1,,,,,,,,1
_gssapi_authenticate,2,1,,,,,,,,1
token,140,2,,,,20,10,,,108
ctx,24,,,,,,,,,24
top,2,,,,,,,,,2
return_code,46,3,,,,1,,,,42
authGSSServerInit,1,,,,,,,,,1
AUTH_GSS_COMPLETE,3,,,,,,,,,3
authGSSServerStep,1,,,,,,,,,1
kerberos_token,3,,,,,,,,,3
authGSSServerResponse,1,,,,,,,,,1
kerberos_user,2,,,,,,,,,2
authGSSServerUserName,1,,,,,,,,,1
AUTH_GSS_CONTINUE,3,,,,,,,,,3
GSSError,1,,,,,,,,,1
authGSSServerClean,1,,,,,,,,,1
header,16,,,,,,1,,,15
headers,167,,,,,14,56,,,97
response,1103,,,1,,35,5,,,1062
is_anonymous,5,1,,,,,,,,4
httpx,13,,,5,,,,,,8
Client,54,,3,9,,,,,,42
api_base_url,3,,,,,1,1,,,1
_api_base_url,8,,,,,,,,,8
_session,17,,,,,,,,,17
trigger_dag,15,5,,5,,,,,,5
run_id,741,,,,,85,106,,,550
execution_date,615,,,,,48,91,,,476
delete_dag,18,6,,5,,,,,,7
get_pool,12,7,,,,,,,,5
get_pools,12,7,,,,,,,,5
create_pool,10,6,,,,,,,,4
slots,38,,,,,5,7,,,26
delete_pool,10,7,,,,,,,,3
get_lineage,9,5,,4,,,,,,
urljoin,10,,,2,,,,,,8
api,63,,,39,,1,4,,,19
client,948,13,,59,,1,1,,,874
api_client,43,1,,6,,,1,,,35
_request,8,1,,,,,,,,7
method,169,,,60,,13,28,,,68
resp,152,,,,,8,,,,144
is_error,1,,,,,,,,,1
OSError,26,,,,,,,,,26
endpoint,157,,,,,21,44,,,92
pools,43,,,,,1,3,,,39
common,164,,,164,,,,,,
experimental,16,,,16,,,,,,
get_lineage_api,4,,,,,,,2,,2
Pool,86,,1,14,,,,,,71
pool_name,44,,,,,4,1,,,39
pool_name_length,6,,,,,,,,,6
length,155,,,,,6,128,,,21
columns,83,,,,,5,16,,,62
create_or_update_pool,2,1,,,,,,,,1
lineage,12,,,4,,,,,,8
get_current_api_client,11,1,,2,,,,,,8
api_module,2,,,,,,,,,2
session_factory,3,,,,,,,,,3
and_,66,,,17,,,,,,49
or_,48,,,16,,,,,,32
DagModel,215,,1,24,,,,,,190
TaskFail,18,,1,6,,,,,,11
serialized_dag,30,,,14,,,,,,16
SerializedDagModel,38,,2,13,,,,,,23
db,152,1,,10,,5,5,,,131
get_sqla_model_classes,3,1,,1,,,,,,1
keep_records_in_log,2,,,,,1,,,,1
running_tis,4,,,,,,,,,4
first,93,,,,,1,,,,92
query,1045,11,,4,,48,22,,,960
TaskInstance,467,,3,59,,,,,,405
RUNNING,91,,,,,,,,,91
dags_to_delete_query,2,,,,,,,,,2
like,5,,,,,,,,,5
is_subdag,21,1,,,,,,,,20
dags_to_delete,2,,,,,,,,,2
has_dag,13,4,,,,,,,,9
remove_dag,4,1,,,,,,,,3
model,162,,,,,16,21,,,125
delete,135,7,,,,1,11,1,,115
in_,116,,,,,,,,,116
synchronize_session,33,,,,,,33,,,
parent_dag_id,2,,,,,,,,,2
fileloc,135,,,,,10,,,,125
Collection,64,,,19,,,,,,45
Iterator,47,,,16,,,,,,31
lazyload,2,,,1,,,,,,1
dagrun,91,,,32,,1,1,,,57
DagRun,378,,2,45,,,,,,331
operator,190,,,23,,28,15,,,124
Operator,77,,,16,,,,,,61
taskinstance,66,,,66,,,,,,
operators,168,,,151,,,1,,,16
subdag,56,1,,8,,1,2,,,44
SubDagOperator,12,,1,5,,,,,,6
helpers,40,,,36,,,,,,4
exactly_one,16,2,,4,,,,,,10
NEW_SESSION,230,,,39,,,,,,191
DagRunState,86,,1,13,,,,,,72
TaskInstanceState,152,,1,10,,,,,,141
DagRunType,61,,1,17,,,,,,43
_DagRunInfo,5,,1,,,,,,,4
logical_date,105,2,,,,6,6,,,91
data_interval,100,,,,,4,15,,,81
_create_dagruns,3,1,,1,,,,,,1
infos,6,,,,,1,1,,,4
run_type,74,,,,,7,13,,,54
