name,all,function_def,class_def,import_module_or_alias,exception,param,keyword,alias,object_decl,object,naming_style
ETXTBSY,1,,,,,,,,,1,UPPERCASE
gce_cls,2,,,,,,,,,2,lower_case_with_underscores
UsageError,2,,,1,,,,,,1,CapitalizedWords
module_setup,1,,,,,,1,,,,lower_case_with_underscores
prefix,27,,,,,,1,,,26,lowercase
execute_decrypt,1,1,,,,,,,,,lower_case_with_underscores
_ignore_errors,1,,,,,,,,,1,lower_case_with_underscores
_advance_selected_hosts,5,1,,,,,,,,4,lower_case_with_underscores
get_lvm_facts,2,1,,,,,,,,1,lower_case_with_underscores
all_ssh_keys,1,,,,,,,,,1,lower_case_with_underscores
serole,6,,,,,,3,,,3,lowercase
AnsibleParserError,94,,1,30,,,,,,63,CapitalizedWords
write_config,1,,,,,,1,,,,lower_case_with_underscores
check_invalid_quotes,2,1,,,,,,,,1,lower_case_with_underscores
api_key,16,,,,,,4,,,12,lower_case_with_underscores
SPF,2,,,1,,,,,,1,UPPERCASE
salt_field,3,,,,,,,,,3,lower_case_with_underscores
landscape_api,1,,,1,,,,,,,lower_case_with_underscores
close_shell,1,,,,,,,,,1,lower_case_with_underscores
lscpu,2,,,,,,,,,2,lowercase
_add_host,14,3,,,,,,,,11,lower_case_with_underscores
get_computers,1,,,,,,,,,1,lower_case_with_underscores
macaddress,9,,,,,,,,,9,lowercase
set_nonpersistent_facts,5,2,,,,,,,,3,lower_case_with_underscores
skip_reason,1,,,,,,1,,,,lower_case_with_underscores
_generic_d,2,1,,,,,,,,1,lower_case_with_underscores
_generic_g,2,1,,,,,,,,1,lower_case_with_underscores
string_types,69,,,26,,,,,,43,lower_case_with_underscores
tasks_child_state,21,,,,,,,,,21,lower_case_with_underscores
MIN_DELAY,2,,,,,,,,,2,UPPER_CASE_WITH_UNDERSCORES
py2_output_data,2,,,,,,,,,2,lower_case_with_underscores
_always,1,,,,,,,,,1,lowercase
chrootsh,2,,,,,,,,,2,lowercase
_generic_s,2,1,,,,,,,,1,lower_case_with_underscores
AutoAddPolicy,1,,,,,,,,,1,CapitalizedWords
include_results,3,,,,,,,,,3,lower_case_with_underscores
mysql_quote_identifier,1,1,,,,,,,,,lower_case_with_underscores
second,2,,,,,,,,,2,lowercase
async_module_data,2,,,,,,,,,2,lower_case_with_underscores
errors,213,,,129,,,23,,,61,lowercase
callback_needs_whitelist,2,,,,,,,,,2,lower_case_with_underscores
tarfile,4,,,1,,,,,,3,lowercase
mock_method,4,,,,,,,,,4,lower_case_with_underscores
instance_vars,23,,,,,,,,,23,lower_case_with_underscores
emit_formatted,7,1,,,,,,,,6,lower_case_with_underscores
ip_type,4,,,,,,,,,4,lower_case_with_underscores
filter_tagged_tasks,5,1,,,,,,,,4,lower_case_with_underscores
get_names,7,3,,,,,,,,4,lower_case_with_underscores
getcwd,12,,,,,,,,,12,lowercase
S_ISDIR,1,,,,,,,,,1,UPPER_CASE_WITH_UNDERSCORES
inversepower,2,1,,,,,,,,1,lowercase
task_id,7,,,,,,1,,,6,lower_case_with_underscores
role_instances,1,,,,,,,,,1,lower_case_with_underscores
k,256,,,,,,,,,256,b
_attr,2,,,,,,,,,2,lowercase
as_list,5,,,,,,3,,,2,lower_case_with_underscores
mac_bare,1,,,,,,,,,1,lower_case_with_underscores
variable_start_string,7,,,,,,1,,,6,lower_case_with_underscores
replace,89,,,,,,,,,89,lowercase
substs,2,,,,,,,,,2,lowercase
no_log_values,12,,,,,,,,,12,lower_case_with_underscores
unit,4,,,,,,,,,4,lowercase
test_methods_exist,2,2,,,,,,,,,lower_case_with_underscores
Host,28,,1,11,,,,,,16,CapitalizedWords
is_selinux_enabled,2,,,,,,,,,2,lower_case_with_underscores
subkey,12,,,,,,,,,12,lowercase
dns,27,,,6,,,,,,21,lowercase
O_WRONLY,1,,,,,,,,,1,UPPER_CASE_WITH_UNDERSCORES
_flags,16,,,,,,,,,16,lowercase
until,3,,,,,,,,,3,lowercase
i_end,3,,,,,,,,,3,lower_case_with_underscores
isatty,12,,,1,,,,,,11,lowercase
_safe_load,2,1,,,,,,,,1,lower_case_with_underscores
successful,6,,,,,,,,,6,lowercase
force_basic_auth,10,,,,,,5,,,5,lower_case_with_underscores
preprocess,1,,,,,,,,,1,lowercase
_private_query,2,1,,,,,,,,1,lower_case_with_underscores
_command,11,,,,,,,,,11,lowercase
unpack,6,,,1,,,,,,5,lowercase
cursorclass,1,,,,,,1,,,,lowercase
branch_path,5,,,,,,,,,5,lower_case_with_underscores
sha256,3,1,,1,,,,,,1,lowercase
extra_vars,20,2,,,,,1,,,17,lower_case_with_underscores
load_data,10,2,,,,,,,,8,lower_case_with_underscores
variable_hash,2,,,,,,,,,2,lower_case_with_underscores
_display_role_info,2,1,,,,,,,,1,lower_case_with_underscores
shelve,2,,,1,,,,,,1,lowercase
fnmatch,12,,,3,,,,,,9,lowercase
starting_host,2,,,,,,,,,2,lower_case_with_underscores
AnsibleLoader,16,,2,2,,,,,,12,CapitalizedWords
_compile_patterns,2,1,,,,,,,,1,lower_case_with_underscores
_vca,2,,,,,,,,,2,lowercase
allgroup,11,,,,,,,,,11,lowercase
smtp,3,,,,,,,,,3,lowercase
temp_environment,5,,,,,,,,,5,lower_case_with_underscores
test_no_str_in_data,1,1,,,,,,,,,lower_case_with_underscores
shlex_split,11,1,,2,,,,,,8,lower_case_with_underscores
_build_known_directories,4,1,,,,,,,,3,lower_case_with_underscores
machine,1,,,,,,,,,1,lowercase
runconfig,3,,,2,,,,,,1,lowercase
TestInventory,1,,1,,,,,,,,CapitalizedWords
test_evaluate_tags_special_always_in_object_tags,1,1,,,,,,,,,lower_case_with_underscores
b_cc,4,,,,,,,,,4,lower_case_with_underscores
A,2,,,1,,,,,,1,B
PROTOCOL,5,,,,,,,,,5,UPPERCASE
all_elasticache_nodes,3,,,,,,,,,3,lower_case_with_underscores
vaulted_data,2,,,,,,,,,2,lower_case_with_underscores
_inventory,64,,,,,,,,,64,lowercase
jexec_cmd,2,,,,,,,,,2,lower_case_with_underscores
constants,63,,,63,,,,,,,lowercase
request_path,4,,,,,,,,,4,lower_case_with_underscores
classmethod,4,,,,,,,,,4,lowercase
test_play_with_post_tasks,1,1,,,,,,,,,lower_case_with_underscores
alias,24,,,,,,6,,,18,lowercase
type_,3,,,,,,,,,3,lowercase
NotImplementedError,5,,,,,,,,,5,CapitalizedWords
_load_hosts,1,1,,,,,,,,,lower_case_with_underscores
json_inventory,12,,,,,,,,,12,lower_case_with_underscores
restriction,6,,,,,,,,,6,lowercase
vars,142,,,34,,,3,,,105,lowercase
_raw_params,6,,,,,,6,,,,lower_case_with_underscores
LooseVersion,18,,,6,,,,,,12,CapitalizedWords
AAAA,2,,,1,,,,,,1,UPPERCASE
this_filename,1,,,,,,,,,1,lower_case_with_underscores
destination_variable,3,,,,,,,,,3,lower_case_with_underscores
ANSIBLE_HASHI_VAULT_ADDR,2,,,,,,,,,2,UPPER_CASE_WITH_UNDERSCORES
hostsData,2,,,,,,,,,2,mixedCase
has_changed,2,1,,,,,,,,1,lower_case_with_underscores
uuid,16,,,5,,,1,,,10,lowercase
final_args,5,,,,,,,,,5,lower_case_with_underscores
variables,154,,,,,,32,,,122,lowercase
var1,2,,,,,,2,,,,lowercase
real_host,2,,,,,,,,,2,lower_case_with_underscores
pfexec_flags,2,,,,,,,,,2,lower_case_with_underscores
argstring,2,,,,,,,,,2,lowercase
TestModArgsDwim,1,,1,,,,,,,,CapitalizedWords
get_public_ssh_host_keys,2,1,,,,,,,,1,lower_case_with_underscores
dumps,95,,,,,,,,,95,lowercase
API,4,,,2,,,,,,2,UPPERCASE
timeout,43,1,,,,,9,,,33,lowercase
debug,195,3,,14,,,4,,,174,lowercase
vpc_id_name,6,,,,,,,,,6,lower_case_with_underscores
queued,4,,,,,,,,,4,lowercase
login_user,3,,,,,,,,,3,lower_case_with_underscores
tmp_dict,4,,,,,,,,,4,lower_case_with_underscores
REPLACER_WINDOWS,3,,,,,,,,,3,UPPER_CASE_WITH_UNDERSCORES
_HEXCHAR,4,,,,,,,,,4,UPPERCASE
_SHELL_SUB_RIGHT,5,,,,,,,,,5,UPPER_CASE_WITH_UNDERSCORES
validate_conflicts,4,1,,,,,,,,3,lower_case_with_underscores
rq,3,,,,,,,,,3,lowercase
rs,1,,,,,,,,,1,lowercase
variable_end,5,,,,,,,,,5,lower_case_with_underscores
basedir,47,1,,,,,2,,,44,lowercase
sms,4,,,,,,,,,4,lowercase
construct_yaml_seq,2,1,,,,,,,,1,lower_case_with_underscores
rd,8,,,,,,,,,8,lowercase
re,241,,,45,,,,,,196,lowercase
rf,2,,,,,,,,,2,lowercase
HAS_LOOSE_VERSION,3,,,,,,,,,3,UPPER_CASE_WITH_UNDERSCORES
add_credentials_options,3,1,,,,,,,,2,lower_case_with_underscores
rc,173,,,,,,7,,,166,lowercase
get_availability_suffix,3,1,,,,,,,,2,lower_case_with_underscores
max_connections,3,,,,,,,,,3,lower_case_with_underscores
ri,4,,,,,,,,,4,lowercase
archive_url,4,,,,,,,,,4,lower_case_with_underscores
tmp_umask,2,,,,,,,,,2,lower_case_with_underscores
_poll,1,,,,,,,,,1,lowercase
configfilename,3,,,,,,,,,3,lowercase
md5,13,2,,6,,,,,,5,lowercase
_raise_terms_error,4,1,,,,,,,,3,lower_case_with_underscores
GCE_PARAMS,2,,,,,,,,,2,UPPER_CASE_WITH_UNDERSCORES
Facts,13,,1,,,,,,,12,CapitalizedWords
group_by_key_pair,1,,,,,,,,,1,lower_case_with_underscores
_file_name,2,,,,,,,,,2,lower_case_with_underscores
list_secrets,2,1,,,,,,,,1,lower_case_with_underscores
role_def,5,,,,,,,,,5,lower_case_with_underscores
_host_vars_files,11,,,,,,,,,11,lower_case_with_underscores
LANG,1,,,,,,1,,,,UPPERCASE
basestring,51,,,,,,,,,51,lowercase
_link_local_query,2,1,,,,,,,,1,lower_case_with_underscores
service,16,,,,,,,,,16,lowercase
host_info,48,,,,,,,,,48,lower_case_with_underscores
group_by_elasticache_parameter_group,1,,,,,,,,,1,lower_case_with_underscores
master,2,,,,,,,,,2,lowercase
VcaAnsibleModule,2,,1,,,,,,,1,CapitalizedWords
KEYCZAR_AVAILABLE,3,,,,,,,,,3,UPPER_CASE_WITH_UNDERSCORES
_find_snippet_imports,2,1,,,,,,,,1,lower_case_with_underscores
update_vars,4,1,,,,,,,,3,lower_case_with_underscores
StrategyModule,4,,2,,,,,,,2,CapitalizedWords
inv_file,3,,,,,,,,,3,lower_case_with_underscores
assertIsNone,9,,,,,,,,,9,mixedCase
mock_shared_loader,11,,,,,,,,,11,lower_case_with_underscores
tree,9,,,,,,,,,9,lowercase
vm_vapp,6,,,,,,,,,6,lower_case_with_underscores
project,18,,,,,,2,,,16,lowercase
myfile,2,,,,,,,,,2,lowercase
_SHELL_AND,5,,,,,,,,,5,UPPER_CASE_WITH_UNDERSCORES
im_func,1,,,,,,,,,1,lower_case_with_underscores
runner,2,,,1,,,,,,1,lowercase
parsers,3,,,,,,,,,3,lowercase
_print,2,,,,,,,,,2,lowercase
use_ssl,2,,,,,,2,,,,lower_case_with_underscores
new_me,37,,,,,,,,,37,lower_case_with_underscores
ip_index,8,,,,,,,,,8,lower_case_with_underscores
represent_list,1,,,,,,,,,1,lower_case_with_underscores
playbook_dir,1,,,,,,1,,,,lower_case_with_underscores
fact_cache,1,,,,,,1,,,,lower_case_with_underscores
altzone,1,,,,,,,,,1,lowercase
metadata_data,3,,,,,,,,,3,lower_case_with_underscores
get_host_variables,7,4,,,,,,,,3,lower_case_with_underscores
vgs,3,,,,,,,,,3,lowercase
VCA,3,,,1,,,,,,2,UPPERCASE
object,106,,,,,,,,,106,lowercase
y,13,,,,,,,,,13,b
get_remote_filename,3,2,,,,,,,,1,lower_case_with_underscores
geturl,2,,,,,,,,,2,lowercase
access_ip,14,,,,,,,,,14,lower_case_with_underscores
pagecount,4,,,,,,,,,4,lowercase
_keys_set,6,,,,,,,,,6,lower_case_with_underscores
libcloud_default_ini_path,2,,,,,,,,,2,lower_case_with_underscores
islist,13,,,,,,11,,,2,lowercase
new_play,17,,,,,,,,,17,lower_case_with_underscores
rescue_child_state,21,,,,,,,,,21,lower_case_with_underscores
CONFIG_FILE,4,,,,,,,,,4,UPPER_CASE_WITH_UNDERSCORES
availability_zone,5,,,,,,2,,,3,lower_case_with_underscores
TestSafeEval,1,,1,,,,,,,,CapitalizedWords
get_server_api_version,2,1,,,,,,,,1,lower_case_with_underscores
Template,2,,,,,,,,,2,CapitalizedWords
__ansible_unsafe,1,,,,,,1,,,,lower_case_with_underscores
parse_params,2,1,,,,,,,,1,lower_case_with_underscores
test_basic_error,1,1,,,,,,,,,lower_case_with_underscores
sftp_extra_args,3,,,,,,1,,,2,lower_case_with_underscores
netloc_re,2,,,,,,,,,2,lower_case_with_underscores
vm_template,8,,,,,,,,,8,lower_case_with_underscores
TemplateSyntaxError,2,,,1,,,,,,1,CapitalizedWords
default_ipv6,14,,,,,,,,,14,lower_case_with_underscores
fstab,12,,,,,,,,,12,lowercase
TestAnsibleModuleExitValuesRemoved,1,,1,,,,,,,,CapitalizedWords
get_full_url,1,,,,,,,,,1,lower_case_with_underscores
collins_username,2,,,,,,,,,2,lower_case_with_underscores
orig_uid,3,,,,,,,,,3,lower_case_with_underscores
new_vault_pass2,2,,,,,,,,,2,lower_case_with_underscores
test_data_complete,1,1,,,,,,,,,lower_case_with_underscores
module_patcher,5,,,,,,,,,5,lower_case_with_underscores
load_from_file,13,2,,,,,,,,11,lower_case_with_underscores
fstat,5,,,,,,,,,5,lowercase
compile_roles_handlers,2,1,,,,,,,,1,lower_case_with_underscores
addrs,2,,,,,,,,,2,lowercase
X,12,,1,,,,,,,11,B
datafile,3,,,,,,,,,3,lowercase
task_queue_manager,3,,,3,,,,,,,lower_case_with_underscores
patch,116,,,22,,,,,,94,lowercase
_set_cwd,2,1,,,,,,,,1,lower_case_with_underscores
release,35,,,,,,,,,35,lowercase
PBKDF2HMAC,2,,,1,,,,,,1,UPPERCASE
get_options,8,1,,,,,,,,7,lower_case_with_underscores
doas_exe,2,,,,,,,,,2,lower_case_with_underscores
assert_called_with,8,,,,,,,,,8,lower_case_with_underscores
makefile_stderr,1,,,,,,,,,1,lower_case_with_underscores
vgs_path,3,,,,,,,,,3,lower_case_with_underscores
_add_known_directory,2,1,,,,,,,,1,lower_case_with_underscores
get_cache_path,1,,,,,,,,,1,lower_case_with_underscores
get_idl,2,1,,,,,,,,1,lower_case_with_underscores
