name,all,function def,class def,import,exception,param,keyword,alias,object decl,object,naming_style,words
OrderedDict,36,,1,17,,,,,,18,CapitalizedWords,"['ordered', 'dict']"
distutils,32,,,26,,,,,,6,lowercase,['distutils']
sysconfig,33,,,13,,,,,,20,lowercase,['sysconfig']
get_python_lib,9,,,1,,,,,,8,lower_case_with_underscores,"['get', 'python', 'lib']"
get_paths,7,1,,2,,,,,,4,lower_case_with_underscores,"['get', 'paths']"
_vendor,270,,,270,,,,,,,lowercase,['vendor']
pkg_resources,66,,,36,,,,,,30,lower_case_with_underscores,"['pkg', 'resources']"
Requirement,42,,2,10,,,,,,30,CapitalizedWords,['requirement']
VersionConflict,10,,1,1,,,,,,8,CapitalizedWords,"['version', 'conflict']"
WorkingSet,8,,1,1,,,,,,6,CapitalizedWords,"['working', 'set']"
pip_location,2,,,,,,,1,,1,lower_case_with_underscores,"['pip', 'location']"
subprocess,74,,,35,,,,,,39,lowercase,['subprocess']
call_subprocess,21,1,,7,,,,,,13,lower_case_with_underscores,"['call', 'subprocess']"
temp_dir,46,,,20,,3,2,,,21,lower_case_with_underscores,"['temp', 'dir']"
TempDirectory,46,,1,17,,,,,,28,CapitalizedWords,"['temp', 'directory']"
ui,8,,,8,,,,,,,lowercase,['ui']
open_spinner,7,1,,3,,,,,,3,lower_case_with_underscores,"['open', 'spinner']"
Tuple,69,,,42,,,,,,27,CapitalizedWords,['tuple']
Set,14,,,13,,,,,,1,CapitalizedWords,['set']
Iterable,27,,,24,,,,,,3,CapitalizedWords,['iterable']
index,115,,,30,,4,,,,81,lowercase,['index']
package_finder,15,,,15,,,,,,,lower_case_with_underscores,"['package', 'finder']"
PackageFinder,28,,1,14,,,,,,13,CapitalizedWords,"['package', 'finder']"
logger,513,,,2,,4,,,,507,lowercase,['logger']
getLogger,99,,,2,,,,,,97,mixedCase,"['get', 'logger']"
_Prefix,2,,1,,,,,,,1,CapitalizedWords,['prefix']
bin_dir,17,,,,,,,,,17,lower_case_with_underscores,"['bin', 'dir']"
vars,45,,,,,8,2,,,35,lowercase,['vars']
purelib,14,,,,,1,3,,,10,lowercase,['purelib']
plat_specific,4,,,,,,4,,,,lower_case_with_underscores,"['plat', 'specific']"
platlib,10,,,,,1,3,,,6,lowercase,['platlib']
lib_dirs,8,,,,,,1,,,7,lower_case_with_underscores,"['lib', 'dirs']"
BuildEnvironment,25,,2,10,,,,,,13,CapitalizedWords,"['build', 'environment']"
object,318,,,,,,,,,318,lowercase,['object']
_temp_dir,7,,,,,,,,,7,lower_case_with_underscores,"['temp', 'dir']"
_prefixes,3,,,,,,,,,3,lowercase,['prefixes']
_bin_dirs,3,,,,,,,,,3,lower_case_with_underscores,"['bin', 'dirs']"
_lib_dirs,4,,,,,,,,,4,lower_case_with_underscores,"['lib', 'dirs']"
reversed,15,,,,,1,,,,14,lowercase,['reversed']
list,229,1,,,,,,,,228,lowercase,['list']
values,90,5,,,,1,,,,84,lowercase,['values']
extend,98,2,,,,,,,,96,lowercase,['extend']
system_sites,3,,,,,,1,,,2,lower_case_with_underscores,"['system', 'sites']"
normcase,50,,,1,,,,,,49,lowercase,['normcase']
site,22,,,5,,,,,,17,lowercase,['site']
_site_dir,5,,,,,,,,,5,lower_case_with_underscores,"['site', 'dir']"
mkdir,111,1,,1,,,,,,109,lowercase,['mkdir']
write,228,11,,,,2,1,,,214,lowercase,['write']
_save_env,3,,,,,,,,,3,lower_case_with_underscores,"['save', 'env']"
old_path,12,,,,,,,,,12,lower_case_with_underscores,"['old', 'path']"
pathsep,27,,,,,,,,,27,lowercase,['pathsep']
pythonpath,5,,,,,,,,,5,lowercase,['pythonpath']
update,100,19,,,,,,,,81,lowercase,['update']
exc_type,21,,,,,13,,,,8,lower_case_with_underscores,"['exc', 'type']"
exc_val,8,,,,,8,,,,,lower_case_with_underscores,"['exc', 'val']"
exc_tb,9,,,,,8,,,,1,lower_case_with_underscores,"['exc', 'tb']"
varname,3,,,,,,,,,3,lowercase,['varname']
old_value,6,,,,,,,,,6,lower_case_with_underscores,"['old', 'value']"
items,192,7,,,,4,,,,181,lowercase,['items']
cleanup,23,7,,,,1,,,,15,lowercase,['cleanup']
check_requirements,4,1,,,,,,,,3,lower_case_with_underscores,"['check', 'requirements']"
reqs,71,,,,,2,1,,,68,lowercase,['reqs']
missing,46,,,,,,1,,,45,lowercase,['missing']
set,247,10,,,,,,,,237,lowercase,['set']
conflicting,22,,,,,,,,,22,lowercase,['conflicting']
ws,18,,,,,1,,,,17,lowercase,['ws']
req,734,2,,51,,47,1,,,633,lowercase,['req']
find,48,3,,,,,,,,45,lowercase,['find']
parse,73,11,,32,,,,,,30,lowercase,['parse']
add,140,12,,,,,,,,128,lowercase,['add']
e,478,,,,102,5,,,,371,b,['e']
as_requirement,6,1,,,,,,,,5,lower_case_with_underscores,"['as', 'requirement']"
install_requirements,10,2,,,,,,,,8,lower_case_with_underscores,"['install', 'requirements']"
finder,322,2,,2,,45,36,,,237,lowercase,['finder']
requirements,66,1,,7,,7,,,,51,lowercase,['requirements']
prefix_as_string,2,,,,,1,,,,1,lower_case_with_underscores,"['prefix', 'as', 'string']"
executable,66,,,,,6,,,,60,lowercase,['executable']
getEffectiveLevel,7,,,,,,,,,7,mixedCase,"['get', 'effective', 'level']"
DEBUG,33,,,1,,,,,,32,UPPERCASE,"['debu', 'g']"
format_control,80,,,9,,7,5,,,59,lower_case_with_underscores,"['format', 'control']"
formats,30,,,,,2,7,,,21,lowercase,['formats']
getattr,167,,,,,,,,,167,lowercase,['getattr']
index_urls,86,1,,,,6,25,,,54,lower_case_with_underscores,"['index', 'urls']"
extra_index,2,,,,,,,,,2,lower_case_with_underscores,"['extra', 'index']"
link,457,2,,18,,36,14,,,387,lowercase,['link']
find_links,260,4,,,,9,40,,,207,lower_case_with_underscores,"['find', 'links']"
host,184,4,,,,22,5,,,153,lowercase,['host']
trusted_hosts,20,1,,,,,7,,,12,lower_case_with_underscores,"['trusted', 'hosts']"
allow_all_prereleases,46,1,,,,9,15,,,21,lower_case_with_underscores,"['allow', 'all', 'prereleases']"
spinner,51,,,1,,3,9,,,38,lowercase,['spinner']
NoOpBuildEnvironment,3,,1,1,,,,,,1,CapitalizedWords,"['no', 'op', 'build', 'environment']"
NotImplementedError,73,,,,,,,,,73,CapitalizedWords,"['not', 'implemented', 'error']"
hashlib,37,,,16,,,,,,21,lowercase,['hashlib']
json,98,1,,18,,6,6,,,67,lowercase,['json']
packaging,73,,,61,,,,,,12,lowercase,['packaging']
tags,75,1,,10,,4,25,,,35,lowercase,['tags']
interpreter_name,8,1,,2,,,,,,5,lower_case_with_underscores,"['interpreter', 'name']"
interpreter_version,6,1,,2,,,,,,3,lower_case_with_underscores,"['interpreter', 'version']"
canonicalize_name,42,1,,12,,,,,,29,lower_case_with_underscores,"['canonicalize', 'name']"
exceptions,102,,,94,,1,,,,7,lowercase,['exceptions']
InvalidWheelFilename,12,,1,5,,,,,,6,CapitalizedWords,"['invalid', 'wheel', 'filename']"
models,78,,,78,,,,,,,lowercase,['models']
Link,107,,1,19,,,,,,87,CapitalizedWords,['link']
wheel,81,,,16,,1,,,,64,lowercase,['wheel']
Wheel,40,,2,7,,,,,,31,CapitalizedWords,['wheel']
urls,36,,,15,,,,,,21,lowercase,['urls']
path_to_url,79,5,,17,,,,,,57,lower_case_with_underscores,"['path', 'to', 'url']"
Any,30,,,28,,,,,,2,CapitalizedWords,['any']
Dict,35,,1,26,,,,,,8,CapitalizedWords,['dict']
Tag,32,,1,8,,,,,,23,CapitalizedWords,['tag']
FormatControl,31,,1,10,,,,,,20,CapitalizedWords,"['format', 'control']"
_hash_dict,6,1,,1,,,,,,4,lower_case_with_underscores,"['hash', 'dict']"
d,246,,,,,35,,1,,210,b,['d']
s,640,,,,,123,,,,517,b,['s']
dumps,19,2,,1,,,,,,16,lowercase,['dumps']
sort_keys,15,,,,,2,8,,,5,lower_case_with_underscores,"['sort', 'keys']"
separators,3,,,,,,3,,,,lowercase,['separators']
ensure_ascii,3,,,,,,3,,,,lower_case_with_underscores,"['ensure', 'ascii']"
hexdigest,23,,,,,,,,,23,lowercase,['hexdigest']
sha224,5,,,,,,,,,5,lowercase,['sha224']
encode,171,7,,2,,1,3,,,158,lowercase,['encode']
Cache,9,,2,2,,,,,,5,CapitalizedWords,['cache']
cache_dir,67,,,,,5,3,,,59,lower_case_with_underscores,"['cache', 'dir']"
allowed_formats,7,,,,,1,,,,6,lower_case_with_underscores,"['allowed', 'formats']"
super,217,,,,,,,,,217,lowercase,['super']
isabs,15,,,,,,,,,15,lowercase,['isabs']
_valid_formats,3,,,,,,,,,3,lower_case_with_underscores,"['valid', 'formats']"
union,3,,,,,,,,,3,lowercase,['union']
_get_cache_path_parts_legacy,2,1,,,,,,,,1,lower_case_with_underscores,"['get', 'cache', 'path', 'parts', 'legacy']"
key_parts,9,,,,,,,,,9,lower_case_with_underscores,"['key', 'parts']"
url_without_fragment,5,1,,,,,,,,4,lower_case_with_underscores,"['url', 'without', 'fragment']"
hash_name,27,1,,,,4,1,,,21,lower_case_with_underscores,"['hash', 'name']"
hash,33,1,,,,,,,,32,lowercase,['hash']
key_url,2,,,,,,,,,2,lower_case_with_underscores,"['key', 'url']"
hashed,18,,,,,,,,,18,lowercase,['hashed']
parts,196,,,,,2,,,,194,lowercase,['parts']
_get_cache_path_parts,2,1,,,,,,,,1,lower_case_with_underscores,"['get', 'cache', 'path', 'parts']"
subdirectory_fragment,7,1,,,,,,,,6,lower_case_with_underscores,"['subdirectory', 'fragment']"
_get_candidates,3,1,,,,,,,,2,lower_case_with_underscores,"['get', 'candidates']"
canonical_package_name,6,,,,,1,,,,5,lower_case_with_underscores,"['canonical', 'package', 'name']"
can_not_cache,2,,,,,,,,,2,lower_case_with_underscores,"['can', 'not', 'cache']"
get_allowed_formats,5,1,,,,,,,,4,lower_case_with_underscores,"['get', 'allowed', 'formats']"
intersection,2,,,,,,,,,2,lowercase,['intersection']
candidates,69,,,,,5,1,,,63,lowercase,['candidates']
get_path_for_link,11,3,,,,,,,,8,lower_case_with_underscores,"['get', 'path', 'for', 'link']"
isdir,91,1,,4,,,,,,86,lowercase,['isdir']
