name,all,function_def,class_def,import_module_or_alias,exception,param,keyword,alias,object_decl,object,naming_style
codecs,85,,,18,,,,,,67,lowercase
os,1837,,,154,,,,,,1683,lowercase
re,397,,,65,,2,,,,330,lowercase
sys,569,,,107,,,,,,462,lowercase
setuptools,38,,,37,,,,,,1,lowercase
find_packages,15,,,8,,,,,,7,lower_case_with_underscores
setup,91,11,,38,,,,,,42,lowercase
here,4,,,,,,,,,4,lowercase
abspath,89,1,,3,,,,,,85,lowercase
path,2295,1,,33,,148,10,,,2103,lowercase
dirname,133,,,2,,1,,,,130,lowercase
read,175,12,,,,4,9,,,150,lowercase
parts,171,,,,,2,,,,169,lowercase
open,206,2,,1,,,,,,203,lowercase
join,1074,1,,7,,,,,,1066,lowercase
fp,129,,,,,3,,,,126,lowercase
find_version,4,2,,,,,,,,2,lower_case_with_underscores
file_paths,4,,,,,2,,,,2,lower_case_with_underscores
version_file,4,,,,,,,,,4,lower_case_with_underscores
version_match,6,,,,,,,,,6,lower_case_with_underscores
search,76,2,,2,,2,,,,70,lowercase
M,6,,,,,,,,,6,B
group,157,,,,,11,2,,,144,lowercase
RuntimeError,14,,,,,,,,,14,CapitalizedWords
long_description,7,,,,,,3,,,4,lower_case_with_underscores
name,1827,4,,,,200,90,,,1533,lowercase
version,649,7,,21,,41,84,,,496,lowercase
description,29,,,,,3,7,,,19,lowercase
license,5,,,,,,3,,,2,lowercase
classifiers,6,,,,,,3,,,3,lowercase
url,859,1,,5,,125,15,,,713,lowercase
keywords,5,,,,,,3,,,2,lowercase
author,12,,,,,,5,,,7,lowercase
author_email,3,,,,,,3,,,,lower_case_with_underscores
package_dir,5,,,,,1,1,,,3,lower_case_with_underscores
packages,182,1,,30,,6,16,,,129,lowercase
where,11,1,,3,,,1,,,6,lowercase
exclude,12,,,,,2,5,,,5,lowercase
package_data,3,,,1,,,2,,,,lower_case_with_underscores
entry_points,13,,,,,,5,,,8,lower_case_with_underscores
version_info,96,,,,,1,,,,95,lower_case_with_underscores
zip_safe,3,,,,,,3,,,,lower_case_with_underscores
python_requires,1,,,,,,1,,,,lower_case_with_underscores
optparse,25,,,10,,,,,,15,lowercase
textwrap,125,,,27,,,,,,98,lowercase
dedent,106,,,3,,,,,,103,lowercase
docutils,3,,,3,,,,,,,lowercase
nodes,4,,,1,,,,,,3,lowercase
parsers,4,,,1,,,,,,3,lowercase
rst,4,,,1,,,,,,3,lowercase
statemachine,1,,,1,,,,,,,lowercase
ViewList,3,,,1,,,,,,2,CapitalizedWords
pip,1304,3,,722,,,,,,579,lowercase
_internal,527,,,498,,,,,,29,lowercase
cli,49,,,49,,,,,,,lowercase
cmdoptions,108,,,10,,,,,,98,lowercase
commands,42,,,26,,,,2,,14,lowercase
commands_dict,18,,,7,,,,,,11,lower_case_with_underscores
PipCommandUsage,2,,1,,,,,,,1,CapitalizedWords
Directive,3,,,,,,,,,3,CapitalizedWords
required_arguments,3,,,,,,,,,3,lower_case_with_underscores
run,137,22,,,,1,,,,114,lowercase
cmd,78,,,,,7,,,,71,lowercase
arguments,3,,,,,,,,,3,lowercase
usage,20,,,,,1,,,,19,lowercase
strip,160,,,,,3,1,,,156,lowercase
replace,146,,,,,5,4,,,137,lowercase
format,288,2,,,,7,,,,279,lowercase
node,260,,,,,31,,,,229,lowercase
literal_block,1,,,,,,,,,1,lower_case_with_underscores
PipCommandDescription,2,,1,,,,,,,1,CapitalizedWords
paragraph,2,,,,,,,,,2,lowercase
document,32,,,,,1,,,,31,lowercase
state,322,2,,,,8,1,,,311,lowercase
