name,all,function_def,class_def,import_module_or_alias,exception,param,keyword,alias,object_decl,object,naming_style
tensorflow,804,,,804,,,,,,,lowercase
compat,2535,,,386,,,,,,2149,lowercase
v2,440,,,385,,,1,,,54,lowercase
tf,15045,,,,,,,456,,14589,lowercase
keras,6906,,,2296,,,,,,4610,lowercase
backend,2012,1,,124,,,2,,,1885,lowercase
layers,3849,2,,438,,17,5,,4,3383,lowercase
advanced_activations,24,,,12,,,,,,12,lower_case_with_underscores
utils,499,,,328,,,1,5,,165,lowercase
generic_utils,297,,,83,,,,,,214,lower_case_with_underscores
deserialize_keras_object,32,1,,7,,,,,,24,lower_case_with_underscores
serialize_keras_object,39,1,,7,,,,,,31,lower_case_with_underscores
python,323,,,323,,,,,,,lowercase
util,144,,,139,,,,,,5,lowercase
tf_export,199,,,139,,,,,,60,lower_case_with_underscores
keras_export,780,,,118,,,,,,662,lower_case_with_underscores
_TF_ACTIVATIONS_V2,3,,,,,,,,,3,UPPER_CASE_WITH_UNDERSCORES
softmax,24,2,,,,,,,,22,lowercase
x,6887,,,,,641,140,,,6106,b
axis,964,,,,,68,644,,,252,lowercase
rank,164,,,,,7,10,,,147,lowercase
shape,3657,5,,,,95,1683,,,1874,lowercase
isinstance,1049,,,,,,,,,1049,lowercase
int,235,,,,,,,,,235,lowercase
output,1045,4,,,,11,5,,,1025,lowercase
nn,200,,,,,,,,,200,lowercase
e,264,,,,39,3,,,,222,b
exp,29,1,,,,,,,,28,lowercase
reduce_max,18,,,,,,,,,18,lower_case_with_underscores
keepdims,130,,,,,13,80,,,37,lowercase
s,166,,,,,14,,,,152,b
reduce_sum,187,,,,,,,,,187,lower_case_with_underscores
ValueError,1602,,,,,,,,,1602,CapitalizedWords
_keras_logits,5,,,,,,,,,5,lower_case_with_underscores
add_dispatch_support,141,,,,,,,,,141,lower_case_with_underscores
dispatch,152,,,1,,,,,,151,lowercase
elu,6,2,,,,,,,,4,lowercase
alpha,213,,,,,30,40,,,143,lowercase
selu,3,1,,,,,,,,2,lowercase
softplus,8,3,,,,,,,,5,lowercase
math,166,,,16,,,,,,150,lowercase
softsign,7,3,,,,,,,,4,lowercase
swish,1,1,,,,,,,,,lowercase
silu,3,,,,,,,,,3,lowercase
relu,102,3,,,,,,,,99,lowercase
max_value,59,,,,,7,14,,,38,lower_case_with_underscores
threshold,33,,,,,5,11,,,17,lowercase
gelu,7,2,,,,,,,,5,lowercase
approximate,4,,,,,2,,,,2,lowercase
v1,2429,,,1,,,195,,,2233,lowercase
tanh,21,2,,,,,,,,19,lowercase
sigmoid,38,2,,,,,,,,36,lowercase
exponential,2,1,,,,,,,,1,lowercase
hard_sigmoid,9,3,,,,,,,,6,lower_case_with_underscores
linear,47,1,,5,,,4,,,37,lowercase
serialize,320,14,,1,,25,7,,,273,lowercase
activation,663,4,,,,64,393,,,202,lowercase
hasattr,235,,,,,,,,,235,lowercase
leaky_relu,3,,,,,,,,,3,lower_case_with_underscores
log_softmax,2,,,,,,,,,2,lower_case_with_underscores
relu6,6,1,,,,,,,,5,lowercase
deserialize,93,13,,9,,,,,,71,lowercase
name,3832,5,,,,330,1742,,,1755,lowercase
custom_objects,256,,,,,56,87,,,113,lower_case_with_underscores
globs,18,,,,,1,2,,,15,lowercase
globals,46,,,,,,,,,46,lowercase
advanced_activations_globs,2,,,,,,,,,2,lower_case_with_underscores
get_globals,2,1,,,,,,,,1,lower_case_with_underscores
key,442,,,,,31,69,,,342,lowercase
val,197,,,,,11,1,,,185,lowercase
items,377,,,,,3,,,,374,lowercase
module_objects,31,,,,,4,15,,,12,lower_case_with_underscores
printable_module_name,20,,,,,2,14,,,4,lower_case_with_underscores
get,499,13,,,,,,,,486,lowercase
identifier,113,,,,,13,3,,,97,lowercase
str,476,,,,,,,,,476,lowercase
dict,321,,,,,,,,,321,lowercase
callable,63,,,,,,,,,63,lowercase
TypeError,160,,,,,,,,,160,CapitalizedWords
format,470,,,,,,1,,,469,lowercase
absl,141,,,141,,,,,,,lowercase
testing,212,,,129,,,,,,83,lowercase
parameterized,574,,,129,,,,,,445,lowercase
numpy,498,,,251,,,,,,247,lowercase
np,5451,,,,,,,248,,5203,lowercase
activations,120,,,15,,,,,,105,lowercase
combinations,1556,,,68,,,,1,,1487,lowercase
core,168,,,64,,,,,,104,lowercase
serialization,11,,,5,,,,,,6,lowercase
_ref_softmax,5,1,,,,,,,,4,lower_case_with_underscores
values,441,1,,1,,21,109,,,309,lowercase
m,554,,,,,8,3,,,543,b
max,114,1,,,,,,,,113,lowercase
sum,104,1,,,,,2,,,101,lowercase
KerasActivationsTest,1,,1,,,,,,,,CapitalizedWords
TestCase,692,,1,,,,,,,691,CapitalizedWords
test,955,,,1,,,,,,954,lowercase
test_serialization,7,7,,,,,,,,,lower_case_with_underscores
all_activations,4,,,,,,,,,4,lower_case_with_underscores
fn,263,14,,,,24,,,,225,lowercase
ref_fn,6,,,,,,,,,6,lower_case_with_underscores
getattr,221,,,,,,,,,221,lowercase
config,1193,,,1,,80,27,,,1085,lowercase
test_serialization_v2,1,1,,,,,,,,,lower_case_with_underscores
activation_map,3,,,,,,,,,3,lower_case_with_underscores
fn_v2_key,3,,,,,,,,,3,lower_case_with_underscores
fn_v2,2,,,,,,,,,2,lower_case_with_underscores
test_serialization_with_layers,1,1,,,,,,,,,lower_case_with_underscores
LeakyReLU,10,,1,1,,,,,,8,CapitalizedWords
layer,4040,1,,,,86,23,,,3930,lowercase
Dense,1046,,2,3,,,,,,1041,CapitalizedWords
deserialized_layer,6,,,,,,,,,6,lower_case_with_underscores
assertEqual,3182,,,,,,,,,3182,mixedCase
test_softmax,2,2,,,,,,,,,lower_case_with_underscores
placeholder,212,1,,,,,,,,211,lowercase
ndim,182,1,,,,3,71,,,107,lowercase
f,385,12,,,,30,1,,,342,b
function,298,1,,13,,4,1,,,279,lowercase
test_values,39,,,,,,,,,39,lower_case_with_underscores
random,2109,,,13,,,,,,2096,lowercase
result,937,21,,,,1,,,,915,lowercase
expected,347,,,,,18,2,,,327,lowercase
assertAllClose,1347,,,,,,,,,1347,mixedCase
rtol,97,,,,,2,88,,,7,lowercase
assertRaises,224,,,,,,,,,224,mixedCase
test_softmax_2d_axis_0,1,1,,,,,,,,,lower_case_with_underscores
zeros,489,1,,,,,,,,488,lowercase
i,886,,,,,24,,,,862,b
range,654,,,,,,,,,654,lowercase
test_softmax_3d_axis_tuple,1,1,,,,,,,,,lower_case_with_underscores
test_temporal_softmax,1,1,,,,,,,,,lower_case_with_underscores
test_selu,1,1,,,,,,,,,lower_case_with_underscores
scale,195,,,,,25,60,,,110,lowercase
positive_values,6,,,,,,,,,6,lower_case_with_underscores
array,1012,,,,,2,,,,1010,lowercase
dtype,3997,9,,,,185,2150,,,1653,lowercase
floatx,88,1,,,,,,,,87,lowercase
negative_values,11,,,,,1,1,,,9,lower_case_with_underscores
true_result,4,,,,,,,,,4,lower_case_with_underscores
test_softplus,1,1,,,,,,,,,lower_case_with_underscores
log,36,1,,,,,,,,35,lowercase
ones_like,37,1,,,,,,,,36,lower_case_with_underscores
test_softsign,1,1,,,,,,,,,lower_case_with_underscores
divide,9,,,,,,,,,9,lowercase
absolute,3,,,,,,,,,3,lowercase
test_sigmoid,1,1,,,,,,,,,lower_case_with_underscores
ref_sigmoid,2,1,,,,,,,,1,lower_case_with_underscores
z,76,,,,,2,,,,74,b
vectorize,2,,,,,,,,,2,lowercase
test_hard_sigmoid,1,1,,,,,,,,,lower_case_with_underscores
ref_hard_sigmoid,2,1,,,,,,,,1,lower_case_with_underscores
test_relu,3,3,,,,,,,,,lower_case_with_underscores
uniform,281,,,,,,,,,281,lowercase
test_gelu,1,1,,,,,,,,,lower_case_with_underscores
sqrt,102,1,,,,,,,,101,lowercase
pi,17,,,,,,,,,17,lowercase
power,48,,,,,2,11,,,35,lowercase
scipy,19,,,10,,,,,,9,lowercase
stats,1,,,1,,,,,,,lowercase
norm,86,,,1,,,,,,85,lowercase
cdf,1,,,,,,,,,1,lowercase
test_elu,2,2,,,,,,,,,lower_case_with_underscores
test_tanh,1,1,,,,,,,,,lower_case_with_underscores
test_exponential,1,1,,,,,,,,,lower_case_with_underscores
test_linear,1,1,,,,,,,,,lower_case_with_underscores
test_invalid_usage,1,1,,,,,,,,,lower_case_with_underscores
generate,638,,,,,,,,,638,lowercase
combine,586,,,,,,,,,586,lowercase
mode,1052,,,,,86,641,,,325,lowercase
main,255,2,,,,,,,,253,lowercase
collections,119,,,37,,3,5,,,74,lowercase
itertools,51,,,23,,,,,,28,lowercase
json,58,,,19,,,3,,,36,lowercase
os,622,,,92,,,,,,530,lowercase
sys,68,,,17,,,,,,51,lowercase
threading,58,,,20,,,,,,38,lowercase
warnings,92,,,24,,,,,,68,lowercase
weakref,27,,,11,,,,,,16,lowercase
protobuf,19,,,19,,,,,,,lowercase
config_pb2,2,,,1,,,,,,1,lower_case_with_underscores
eager,39,,,33,,,,,,6,lowercase
context,55,,,15,,1,,,,39,lowercase
get_config,657,219,,2,,4,2,,,430,lower_case_with_underscores
framework,35,,,35,,,,,,,lowercase
backend_config,34,,,8,,,,,,26,lower_case_with_underscores
distribute,727,,,88,,4,1,,,634,lowercase
distribute_coordinator_utils,3,,,3,,,,,,,lower_case_with_underscores
dc,7,,,,,,,3,,4,lowercase
engine,289,,,281,,,,,,8,lowercase
keras_tensor,53,,,10,,,,,,43,lower_case_with_underscores
control_flow_util,46,,,11,,,,,,35,lower_case_with_underscores
object_identity,14,,,6,,,,,,8,lower_case_with_underscores
tf_contextlib,29,,,11,,,,,,18,lower_case_with_underscores
tf_inspect,75,,,24,,,,,,51,lower_case_with_underscores
platform,65,,,64,,,,,,1,lowercase
tf_logging,87,,,61,,,,,,26,lower_case_with_underscores
logging,220,,,4,,,,51,,165,lowercase
tools,16,,,16,,,,,,,lowercase
docs,11,,,11,,,,,,,lowercase
doc_controls,223,,,11,,,,,,212,lower_case_with_underscores
py_all,5,,,,,,,,,5,lower_case_with_underscores
all,102,2,,,,,,,,100,lowercase
py_sum,1,,,,,,,,,1,lower_case_with_underscores
py_any,6,,,,,,,,,6,lower_case_with_underscores
any,103,1,,,,,,,,102,lowercase
_GRAPH,8,,,,,,,,2,6,UPPERCASE
local,30,,,4,,,,,,26,lowercase
_CURRENT_SCRATCH_GRAPH,5,,,,,,,,1,4,UPPER_CASE_WITH_UNDERSCORES
