name,all,function def,class def,import,exception,param,keyword,alias,object decl,object,naming_style,words
call_fn_defaults,3,,,,,,,,,3,lower_case_with_underscores,"['call', 'fn', 'defaults']"
_default_training_arg,2,,,,,,,,,2,lower_case_with_underscores,"['default', 'training', 'arg']"
arg_positions,2,1,,,,,,,,1,lower_case_with_underscores,"['arg', 'positions']"
call_fn_arg_positions,3,,,,,,,,,3,lower_case_with_underscores,"['call', 'fn', 'arg', 'positions']"
call_fn_args,8,,,,,,,,,8,lower_case_with_underscores,"['call', 'fn', 'args']"
args_dict,2,,,,,,,,,2,lower_case_with_underscores,"['args', 'dict']"
arg_pos,9,,,,,,,,,9,lower_case_with_underscores,"['arg', 'pos']"
warmstart_embedding_matrix,10,1,,,,,,,,9,lower_case_with_underscores,"['warmstart', 'embedding', 'matrix']"
base_vocabulary,14,,,,,1,9,,,4,lower_case_with_underscores,"['base', 'vocabulary']"
new_vocabulary,14,,,,,1,9,,,4,lower_case_with_underscores,"['new', 'vocabulary']"
base_embeddings,13,,,,,1,9,,,3,lower_case_with_underscores,"['base', 'embeddings']"
new_embeddings_initializer,11,,,,,1,7,,,3,lower_case_with_underscores,"['new', 'embeddings', 'initializer']"
convert_vocab_to_list,3,1,,,,,,,,2,lower_case_with_underscores,"['convert', 'vocab', 'to', 'list']"
new_embedding,4,,,,,,,,,4,lower_case_with_underscores,"['new', 'embedding']"
base_vocabulary_dict,3,,,,,,,,,3,lower_case_with_underscores,"['base', 'vocabulary', 'dict']"
indices_base_vocabulary,4,,,,,,,,,4,lower_case_with_underscores,"['indices', 'base', 'vocabulary']"
indices_new_vocabulary,3,,,,,,,,,3,lower_case_with_underscores,"['indices', 'new', 'vocabulary']"
values_to_update,2,,,,,,,,,2,lower_case_with_underscores,"['values', 'to', 'update']"
tensor_scatter_nd_update,1,,,,,,,,,1,lower_case_with_underscores,"['tensor', 'scatter', 'nd', 'update']"
vocabulary_file,2,,,,,,,,,2,lower_case_with_underscores,"['vocabulary', 'file']"
_PICKLEABLE_CALL_COUNT,6,,,,,,,,,6,UPPER_CASE_WITH_UNDERSCORES,"['pickleable', 'call', 'count']"
MyPickleableObject,4,,1,,,,,,,3,CapitalizedWords,"['my', 'pickleable', 'object']"
my_id,7,1,,,,,,,,6,lower_case_with_underscores,"['my', 'id']"
LayerUtilsTest,1,,1,,,,,,,,CapitalizedWords,"['layer', 'utils', 'test']"
test_print_summary,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'print', 'summary']"
print_to_file,14,7,,,,,,,,7,lower_case_with_underscores,"['print', 'to', 'file']"
test_print_summary_without_print_fn,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'print', 'summary', 'without', 'print', 'fn']"
test_print_summary_expand_nested,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'print', 'summary', 'expand', 'nested']"
check_str,9,,,,,,,,,9,lower_case_with_underscores,"['check', 'str']"
fin_str,8,,,,,,,,,8,lower_case_with_underscores,"['fin', 'str']"
test_summary_subclass_model_expand_nested,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'summary', 'subclass', 'model', 'expand', 'nested']"
module_list,2,,,,,,,,,2,lower_case_with_underscores,"['module', 'list']"
