name,all,function def,class def,import,exception,param,keyword,alias,object decl,object,case_convention,words
dma_3,2,,,,,,,,,2,lower_case_with_underscores,"['dma', '3']"
unit,49,,,,,,25,,,24,lowercase,['unit']
dma_1,6,,,,,,,,,6,lower_case_with_underscores,"['dma', '1']"
test_blasdot_uninitialized_memory,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'blasdot', 'uninitialized', 'memory']"
get_vendor_string,2,1,,,,,,,,1,lower_case_with_underscores,"['get', 'vendor', 'string']"
_check,20,1,,,,,,,,19,lowercase,['check']
_do_init,2,1,,,,,,,,1,lower_case_with_underscores,"['do', 'init']"
subpath,18,,,,,,,,,18,lowercase,['subpath']
get_swig_modulename,2,1,,,,,,,,1,lower_case_with_underscores,"['get', 'swig', 'modulename']"
_handyman,10,,,,,,,,,10,lowercase,['handyman']
tokenize,5,,,1,,,,,,4,lowercase,['tokenize']
c_intp,2,,,,,,,1,,1,lower_case_with_underscores,"['c', 'intp']"
cPickle,5,,,5,,,,,,,mixedCase,"['c', 'pickle']"
notin,6,,,,,,,,,6,lowercase,['notin']
isatty,1,,,,,,,,,1,lowercase,['isatty']
_file_openers,9,,,,,,,,,9,lower_case_with_underscores,"['file', 'openers']"
_nanmedian_small,2,1,,,,,,,,1,lower_case_with_underscores,"['nanmedian', 'small']"
testConstructor0,2,2,,,,,,,,,mixedCase,"['test', 'constructor0']"
testConstructor1,3,3,,,,,,,,,mixedCase,"['test', 'constructor1']"
testConstructor2,3,3,,,,,,,,,mixedCase,"['test', 'constructor2']"
legder,12,1,,,,,,,,11,lowercase,['legder']
liblist,3,,,,,,,,,3,lowercase,['liblist']
unpack,7,,,,,,1,,,6,lowercase,['unpack']
mA2,3,,,,,,,,,3,mixedCase,"['m', 'a2']"
writelines,9,1,,,,,,,,8,lowercase,['writelines']
assert_dtype_not_equal,13,1,,,,,,,,12,lower_case_with_underscores,"['assert', 'dtype', 'not', 'equal']"
test_eigh_build,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'eigh', 'build']"
test_polyone,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'polyone']"
betain,6,,,,,,,,,6,lowercase,['betain']
load_data,3,1,,,,,,,,2,lower_case_with_underscores,"['load', 'data']"
true_divide,11,,,,,,,,,11,lower_case_with_underscores,"['true', 'divide']"
mrecords,5,,,5,,,,,,,lowercase,['mrecords']
get_data_files,6,1,,3,,,,,,2,lower_case_with_underscores,"['get', 'data', 'files']"
drop_fields,10,1,,1,,,,,,8,lower_case_with_underscores,"['drop', 'fields']"
check_function,28,8,,,,,,,,20,lower_case_with_underscores,"['check', 'function']"
test_mask_size,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'mask', 'size']"
isLabel,2,1,,,,,,,,1,mixedCase,"['is', 'label']"
nanargmin,3,1,,,,,,,,2,lowercase,['nanargmin']
La,7,,,,,,,,,7,CapitalizedWords,['la']
dsum,2,,,,,,,,,2,lowercase,['dsum']
want,10,,,,,,,,,10,lowercase,['want']
msg1,2,,,,,,,,,2,lowercase,['msg1']
test_hermmulx,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'hermmulx']"
test_invalid_array,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'invalid', 'array']"
absolute,48,,,3,,,,,,45,lowercase,['absolute']
indention,3,,,,,,,,,3,lowercase,['indention']
AllocationTracker,2,,1,,,,,,,1,CapitalizedWords,"['allocation', 'tracker']"
unmasked,3,,,,,,,,,3,lowercase,['unmasked']
msg2,5,,,,,,,,,5,lowercase,['msg2']
machine,9,,,,,,1,,,8,lowercase,['machine']
a_obj,7,,,,,,,,,7,lower_case_with_underscores,"['a', 'obj']"
bfmt,10,,,,,,,,,10,lowercase,['bfmt']
SourceFiles,2,,1,,,,,,,1,CapitalizedWords,"['source', 'files']"
_is_32bit,1,1,,,,,,,,,lower_case_with_underscores,"['is', '32bit']"
A,454,,15,,,,,,,439,B,"['', 'a']"
badnames,5,,,,,,,,,5,lowercase,['badnames']
legcompanion,7,1,,,,,,,,6,lowercase,['legcompanion']
test_fast_power,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'fast', 'power']"
L6,4,,,,,,,,,4,UPPERCASE,['l6']
L7,2,,,,,,,,,2,UPPERCASE,['l7']
L4,4,,,,,,,,,4,UPPERCASE,['l4']
L5,4,,,,,,,,,4,UPPERCASE,['l5']
hermezero,2,,,,,,,,,2,lowercase,['hermezero']
L3,4,,,,,,,,,4,UPPERCASE,['l3']
L0,4,,,,,,,,,4,UPPERCASE,['l0']
L1,4,,,,,,,,,4,UPPERCASE,['l1']
year_offset,2,1,,,,,,,,1,lower_case_with_underscores,"['year', 'offset']"
types,80,,,8,,,,,,72,lowercase,['types']
L9,2,,,,,,,,,2,UPPERCASE,['l9']
_gdict_,2,,,,,,,,,2,lowercase,['gdict']
classmethod,12,,,,,,,,,12,lowercase,['classmethod']
alias,8,,,,,,,,,8,lowercase,['alias']
_prepend_edge,7,1,,,,,,,,6,lower_case_with_underscores,"['prepend', 'edge']"
atlas_info,28,,1,,,,,,,27,lower_case_with_underscores,"['atlas', 'info']"
script_args,2,,,,,,,,,2,lower_case_with_underscores,"['script', 'args']"
exext,2,,,,,,,,,2,lowercase,['exext']
NotImplementedError,25,,,,,,,,,25,CapitalizedWords,"['not', 'implemented', 'error']"
test_vecobject,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'vecobject']"
getA,2,1,,,,,,,,1,mixedCase,"['get', 'a']"
nameargspattern,2,,,,,,,,,2,lowercase,['nameargspattern']
vars,316,,,,,,1,,,315,lowercase,['vars']
_V,1,,,,,,,,,1,B,"['', 'v']"
_S,1,,,,,,,,,1,B,"['', 's']"
LooseVersion,9,,,4,,,,,,5,CapitalizedWords,"['loose', 'version']"
ufunc_types_api,4,,,,,,,,,4,lower_case_with_underscores,"['ufunc', 'types', 'api']"
_N,1,,,,,,,,,1,B,"['', 'n']"
_L,1,,,,,,,,,1,B,"['', 'l']"
assertTrue,571,,,,,,,,,571,mixedCase,"['assert', 'true']"
test_type_add,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'type', 'add']"
new_lst,6,,,,,,,,,6,lower_case_with_underscores,"['new', 'lst']"
test_matrices,4,4,,,,,,,,,lower_case_with_underscores,"['test', 'matrices']"
cumsum,27,2,,,,,,,,25,lowercase,['cumsum']
_A,1,,,,,,,,,1,B,"['', 'a']"
a_real,2,,,,,,,,,2,lower_case_with_underscores,"['a', 'real']"
vectorize,22,,1,,,,,,,21,lowercase,['vectorize']
_z,4,,,,,,,,,4,b,['z']
fit,6,1,,,,,,,,5,lowercase,['fit']
_x,10,,,,,,,,,10,b,['x']
test_roundtrip_file,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'roundtrip', 'file']"
DistutilsSetupError,12,,,3,,,,,,9,CapitalizedWords,"['distutils', 'setup', 'error']"
_r,4,,,,,,,,,4,b,['r']
timedelta64,85,,,,,,,,,85,lowercase,['timedelta64']
_p,4,,,,,,,,,4,b,['p']
_o,2,,,,,,,,,2,b,['o']
_check_compiler,13,1,,,,,,,,12,lower_case_with_underscores,"['check', 'compiler']"
_m,113,,,,,,,,,113,b,['m']
test_instances,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'instances']"
_k,4,,,,,,,,,4,b,['k']
fid,104,,,,,,,,,104,lowercase,['fid']
_f,6,,,,,,,,,6,b,['f']
_d,8,,,,,,,,,8,b,['d']
fin,8,,,,,,,,,8,lowercase,['fin']
test_dtype_error,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'dtype', 'error']"
_a,13,,,,,,,,,13,b,['a']
test_array_rank2_eq,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'array', 'rank2', 'eq']"
var1,1,,,,,,,,,1,lowercase,['var1']
test_large_svd_32bit,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'large', 'svd', '32bit']"
var2,1,,,,,,,,,1,lowercase,['var2']
colsep,2,,,,,,,,,2,lowercase,['colsep']
fp_view,3,,,,,,,,,3,lower_case_with_underscores,"['fp', 'view']"
test_lagx,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'lagx']"
test_half_array_interface,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'half', 'array', 'interface']"
my_module,1,,,1,,,,,,,lower_case_with_underscores,"['my', 'module']"
optinfo,2,,,,,,,,,2,lowercase,['optinfo']
leading_items,6,,,,,,,,,6,lower_case_with_underscores,"['leading', 'items']"
masklist,2,,,,,,,,,2,lowercase,['masklist']
TestIsneginf,1,,1,,,,,,,,CapitalizedWords,"['test', 'isneginf']"
_select,2,1,,,,,,,,1,lowercase,['select']
test_iter_too_large,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'iter', 'too', 'large']"
publish_parts,1,,,,,,,,,1,lower_case_with_underscores,"['publish', 'parts']"
test_mapdomain,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'mapdomain']"
sphinxext,2,,,2,,,,,,,lowercase,['sphinxext']
dumps,28,1,,,,,,,,27,lowercase,['dumps']
api_files,1,,,,,,,,,1,lower_case_with_underscores,"['api', 'files']"
_show_system_info,3,1,,,,,,,,2,lower_case_with_underscores,"['show', 'system', 'info']"
timeout,1,,,,,,1,,,,lowercase,['timeout']
debug,77,,,,,,14,,1,62,lowercase,['debug']
groupcounter,217,,,,,,,,4,213,lowercase,['groupcounter']
curdata,4,,,,,,,,,4,lowercase,['curdata']
visitTuple,2,2,,,,,,,,,mixedCase,"['visit', 'tuple']"
financial,2,,,1,,,,,,1,lowercase,['financial']
test_string_arrays,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'string', 'arrays']"
series,4,,,,,,,,,4,lowercase,['series']
default_x11_lib_dirs,5,,,,,,,,,5,lower_case_with_underscores,"['default', 'x11', 'lib', 'dirs']"
sw_arr,2,,,,,,,,,2,lower_case_with_underscores,"['sw', 'arr']"
DOCLINES,3,,,,,,,,,3,UPPERCASE,"['docline', 's']"
pad_iter_a,13,,,,,,,,,13,lower_case_with_underscores,"['pad', 'iter', 'a']"
tst_all_isclose,2,1,,,,,,,,1,lower_case_with_underscores,"['tst', 'all', 'isclose']"
_retval,4,1,,,,,,,,3,lowercase,['retval']
xp,11,,,,,,,,,11,lowercase,['xp']
WIFSIGNALED,1,,,,,,,,,1,UPPERCASE,"['wifsignale', 'd']"
long_var_name,1,,,,,,,,,1,lower_case_with_underscores,"['long', 'var', 'name']"
rt,4,,,,,,,,,4,lowercase,['rt']
isarrayofstrings,4,1,,,,,,,,3,lowercase,['isarrayofstrings']
rp,23,,,,,,,,,23,lowercase,['rp']
rr,15,,,,,,,,,15,lowercase,['rr']
rs,4,2,,,,,,,,2,lowercase,['rs']
dst,9,,,,,,,,,9,lowercase,['dst']
rx,14,,,,,,,,,14,lowercase,['rx']
inplace,38,,,,,,7,,,31,lowercase,['inplace']
rd,150,,,,,,,,,150,lowercase,['rd']
re,429,,,50,,,,,,379,lowercase,['re']
rf,27,,,,,,,,,27,lowercase,['rf']
test_solo,2,2,,,,,,,,,lower_case_with_underscores,"['test', 'solo']"
ra,24,,,,,,,,,24,lowercase,['ra']
rb,3,,,,,,,,,3,lowercase,['rb']
rc,15,,,,,,,,,15,lowercase,['rc']
rl,17,,,,,,,,,17,lowercase,['rl']
cxx_ext_match,3,,,,,,,,,3,lower_case_with_underscores,"['cxx', 'ext', 'match']"
rn,13,,,,,,,,,13,lowercase,['rn']
test_uint64_fromstring,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'uint64', 'fromstring']"
cflags_flag,3,,,,,,,,,3,lower_case_with_underscores,"['cflags', 'flag']"
index_a,2,,,,,,,,,2,lower_case_with_underscores,"['index', 'a']"
Dummy,2,,1,,,,,,,1,CapitalizedWords,['dummy']
Extension,20,,1,7,,,,,,12,CapitalizedWords,['extension']
tst_basic,7,3,,,,,,,,4,lower_case_with_underscores,"['tst', 'basic']"
TestNanFunctions_Median,1,,1,,,,,,,,ugly,"['testnanfunctions', 'median']"
Array2TestCase,2,,1,,,,,,,1,CapitalizedWords,"['array2', 'test', 'case']"
EXTRA_PATH,2,,,,,,,,,2,UPPER_CASE_WITH_UNDERSCORES,"['extra', 'path']"
element,16,,,,,,,,,16,lowercase,['element']
actual_dtype,2,,,,,,,,,2,lower_case_with_underscores,"['actual', 'dtype']"
dump_variables,1,1,,,,,,,,,lower_case_with_underscores,"['dump', 'variables']"
md5,14,,,8,,,,2,,4,lowercase,['md5']
r4,25,,,,,,,,,25,lowercase,['r4']
r0,20,,,,,,,,,20,lowercase,['r0']
r1,63,,,,,,,,,63,lowercase,['r1']
r2,57,,,,,,,,,57,lowercase,['r2']
r3,27,,,,,,,,,27,lowercase,['r3']
check_identity,2,1,,,,,,,,1,lower_case_with_underscores,"['check', 'identity']"
subst_dict,13,,,,,,,,,13,lower_case_with_underscores,"['subst', 'dict']"
test_failing_prepare,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'failing', 'prepare']"
hasinitvalue,21,1,,,,,,,,20,lowercase,['hasinitvalue']
has_sametype,1,1,,,,,,,,,lower_case_with_underscores,"['has', 'sametype']"
sometrue,8,1,,,,,,,,7,lowercase,['sometrue']
default_reference_context,1,,,,,,1,,,,lower_case_with_underscores,"['default', 'reference', 'context']"
test_mask,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'mask']"
arccos,12,1,,,,,,,,11,lowercase,['arccos']
test_zoo,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'zoo']"
new_sources,31,,,,,,,,,31,lower_case_with_underscores,"['new', 'sources']"
check_api_dict,3,1,,,,,,,,2,lower_case_with_underscores,"['check', 'api', 'dict']"
generate_libraries,2,1,,,,,,,,1,lower_case_with_underscores,"['generate', 'libraries']"
diff_list,4,,,,,,,,,4,lower_case_with_underscores,"['diff', 'list']"
_fix_real_abs_gt_1,4,1,,,,,,,,3,lower_case_with_underscores,"['fix', 'real', 'abs', 'gt', '1']"
test_0_size,2,2,,,,,,,,,lower_case_with_underscores,"['test', '0', 'size']"
cnt0_a,15,,,,,,,,,15,lower_case_with_underscores,"['cnt0', 'a']"
nointP,1,,,,,,,,,1,mixedCase,"['noint', 'p']"
cnt0_c,2,,,,,,,,,2,lower_case_with_underscores,"['cnt0', 'c']"
_cook_nd_args,4,1,,,,,,,,3,lower_case_with_underscores,"['cook', 'nd', 'args']"
IRIXCPUInfo,2,,1,,,,,,,1,CapitalizedWords,"['irixcpu', 'info']"
basestring,38,,,9,,,,,,29,lowercase,['basestring']
extra_offset,3,,,,,,,,,3,lower_case_with_underscores,"['extra', 'offset']"
isalnum,6,2,,,,,,,,4,lowercase,['isalnum']
idx_2,6,,,,,,,,,6,lower_case_with_underscores,"['idx', '2']"
test_pareto,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'pareto']"
MAxisConcatenator,3,,1,,,,,,,2,CapitalizedWords,"['m', 'axis', 'concatenator']"
absdate,2,,,,,,,,,2,lowercase,['absdate']
checker,4,,,,,,2,,,2,lowercase,['checker']
check_inline,6,3,,1,,,,,,2,lower_case_with_underscores,"['check', 'inline']"
oldb,2,,,,,,,,,2,lowercase,['oldb']
master,1,,,,,,,,,1,lowercase,['master']
test_frompyfunc_endian,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'frompyfunc', 'endian']"
cvals,2,,,,,,,,,2,lowercase,['cvals']
_is_PentiumPro,2,2,,,,,,,,,ugly,"['is', 'pentiumpro']"
test_aligned_size,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'aligned', 'size']"
logdet,2,,,,,,,,,2,lowercase,['logdet']
TestAppendFields,1,,1,,,,,,,,CapitalizedWords,"['test', 'append', 'fields']"
pngmath_dvipng_args,1,,,,,,,,,1,lower_case_with_underscores,"['pngmath', 'dvipng', 'args']"
max_val,6,,,,,,,,,6,lower_case_with_underscores,"['max', 'val']"
ifft,7,1,,,,,,,,6,lowercase,['ifft']
assign_iterrange,3,1,,,,,,,,2,lower_case_with_underscores,"['assign', 'iterrange']"
_header_ext_match,2,,,,,,,,,2,lower_case_with_underscores,"['header', 'ext', 'match']"
ISRELEASED,4,,,,,,,,,4,UPPERCASE,"['isrelease', 'd']"
appenddecl,4,1,,,,,,,,3,lowercase,['appenddecl']
get_complex_dtype,4,1,,,,,,,,3,lower_case_with_underscores,"['get', 'complex', 'dtype']"
trimcoef,12,1,,,,,,,,11,lowercase,['trimcoef']
A_f_2,3,,,,,,,,,3,ugly,"['a', 'f', '2']"
project,2,,,,,,,,,2,lowercase,['project']
test_isalpha,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'isalpha']"
Version,1,,,1,,,,,,,CapitalizedWords,['version']
build_module,3,1,,,,,,,,2,lower_case_with_underscores,"['build', 'module']"
CLASSIFIERS,2,,,,,,,,,2,UPPERCASE,"['classifier', 's']"
test_out,7,7,,,,,,,,,lower_case_with_underscores,"['test', 'out']"
a_low,3,,,,,,,,,3,lower_case_with_underscores,"['a', 'low']"
runner,3,,,,,,,,,3,lowercase,['runner']
TestTrapz,1,,1,,,,,,,,CapitalizedWords,"['test', 'trapz']"
write_file,2,,,1,,,,,,1,lower_case_with_underscores,"['write', 'file']"
test_legder_axis,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'legder', 'axis']"
parsers,2,,,1,,,,,,1,lowercase,['parsers']
triu_indices_from,4,1,,1,,,,,,2,lower_case_with_underscores,"['triu', 'indices', 'from']"
MAGIC_PREFIX,10,,,,,,,,,10,UPPER_CASE_WITH_UNDERSCORES,"['magic', 'prefix']"
test_logical_not_abs,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'logical', 'not', 'abs']"
outfilename,2,,,,,,,,,2,lowercase,['outfilename']
test_single_bool_index,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'single', 'bool', 'index']"
api_hash,5,1,,,,,,,,4,lower_case_with_underscores,"['api', 'hash']"
iofunctions,2,,,,,,,,,2,lowercase,['iofunctions']
defaultimplicitrules,4,,,,,,,,,4,lowercase,['defaultimplicitrules']
check_declaration,1,1,,,,,,,,,lower_case_with_underscores,"['check', 'declaration']"
rcount,14,,,,,,,,,14,lowercase,['rcount']
_VAR,2,,,,,,,,,2,UPPERCASE,"['va', 'r']"
test_index,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'index']"
test_qr_mode_full_future_warning,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'qr', 'mode', 'full', 'future', 'warning']"
test_union_struct,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'union', 'struct']"
_make_spec_file,2,1,,,,,,,,1,lower_case_with_underscores,"['make', 'spec', 'file']"
object,438,,,6,,,,,,432,lowercase,['object']
fstr,4,,,,,,,,,4,lowercase,['fstr']
selected_int_kind,3,,,,,,,1,,2,lower_case_with_underscores,"['selected', 'int', 'kind']"
varargs,17,,,,,,,,,17,lowercase,['varargs']
dummy,5,,,,,,,,,5,lowercase,['dummy']
crt1_match,2,,,,,,,,,2,lower_case_with_underscores,"['crt1', 'match']"
optname,3,,,,,,,,,3,lowercase,['optname']
f2py_opts,14,,,,,,,,,14,lower_case_with_underscores,"['f2py', 'opts']"
test_name_dtype_subclass,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'name', 'dtype', 'subclass']"
rundocs,3,1,,1,,,,,,1,lowercase,['rundocs']
