name,all,function_def,class_def,import_module_or_alias,exception,param,keyword,alias,object_decl,object,naming_style
TestSeterr,1,,1,,,,,,,,CapitalizedWords
save_kwds,2,,,,,,,,,2,lower_case_with_underscores
issubsctype,2,1,,1,,,,,,,lowercase
yellow,1,,,,,,1,,,,lowercase
numarray_type,3,,,,,,,,,3,lower_case_with_underscores
prefix,71,,,,,,7,,,64,lowercase
fout,7,,,,,,,,,7,lowercase
test_hermegrid2d,1,1,,,,,,,,,lower_case_with_underscores
LittleEndian,7,,,,,,,,,7,CapitalizedWords
test_array_with_context,1,1,,,,,,,,,lower_case_with_underscores
Int32,15,,,,,,,,,15,CapitalizedWords
dtype_to_descr,3,1,,,,,,,,2,lower_case_with_underscores
cnv,2,,,,,,,,,2,lowercase
WarningManager,1,,1,,,,,,,,CapitalizedWords
hasexternals,11,1,,,,,,,,10,lowercase
runstring,4,1,,1,,,,,,2,lowercase
selected_int_kind_re,2,,,,,,,,,2,lower_case_with_underscores
LONG_DOUBLE_REPRESENTATION_SRC,5,,,1,,,,,,4,UPPER_CASE_WITH_UNDERSCORES
old_objects,3,,,,,,,,,3,lower_case_with_underscores
test_invalid_raise_with_usecols,1,1,,,,,,,,,lower_case_with_underscores
test_generalized_herm_cases,1,1,,,,,,,,,lower_case_with_underscores
baseshape,10,,,,,,,,,10,lowercase
test_concatenate_flexible,1,1,,,,,,,,,lower_case_with_underscores
unix2dos_one_dir,2,1,,,,,,,,1,lower_case_with_underscores
def_axes,6,,,,,,,,,6,lower_case_with_underscores
_dict_append,3,1,,,,,,,,2,lower_case_with_underscores
warningtype,2,,,,,,,,,2,lowercase
test_export_flags,1,1,,,,,,,,,lower_case_with_underscores
use_promote_types,2,,,,,,,,,2,lower_case_with_underscores
chebint,30,1,,,,,,,,29,lowercase
TestConcatenator,2,,2,,,,,,,,CapitalizedWords
noncentral_chi_square,1,1,,,,,,,,,lower_case_with_underscores
does_not_raise_exception,2,1,,,,,,,,1,lower_case_with_underscores
functions_seem_flaky,2,,,,,,,,,2,lower_case_with_underscores
_append_max,2,1,,,,,,,,1,lower_case_with_underscores
test_iter_buffered_reduce_reuse,1,1,,,,,,,,,lower_case_with_underscores
_defaultfunc,1,,,,,,,,,1,lowercase
