name,all,function_def,class_def,import_module_or_alias,exception,param,keyword,alias,object_decl,object,naming_style
os,417,,,55,,,,,,362,lowercase
path,1680,,,7,,52,9,,,1612,lowercase
join,830,8,,8,,13,73,,,728,lowercase
pjoin,23,,,,,,,1,,22,lowercase
pkg_resources,2,,,1,,,,,,1,lower_case_with_underscores
sys,201,,,53,,,,,,148,lowercase
shutil,11,,,4,,,,,,7,lowercase
distutils,51,,,51,,,,,,,lowercase
version,199,,,46,,37,29,,,87,lowercase
LooseVersion,208,,,45,,,,,,163,CapitalizedWords
setuptools,2,,,2,,,,,,,lowercase
setup,279,239,,36,,,,,,4,lowercase
Command,5,,,2,,,,,,3,CapitalizedWords
find_packages,2,,,1,,,,,,1,lower_case_with_underscores
versioneer,3,,,1,,,,,,2,lowercase
cmdclass,11,,,,,,1,,,10,lowercase
get_cmdclass,2,1,,,,,,,,1,lower_case_with_underscores
is_platform_windows,26,2,,8,,,,,,16,lower_case_with_underscores
platform,34,,,8,,,,,,26,lowercase
is_platform_linux,2,2,,,,,,,,,lower_case_with_underscores
is_platform_mac,4,2,,1,,,,,,1,lower_case_with_underscores
min_cython_ver,2,,,,,,,,,2,lower_case_with_underscores
Cython,5,,,4,,,,,,1,CapitalizedWords
ver,33,,,,,,2,,,31,lowercase
_CYTHON_INSTALLED,3,,,,,,,,,3,UPPER_CASE_WITH_UNDERSCORES
ImportError,157,,,,,,,,,157,CapitalizedWords
min_numpy_ver,3,,,,,,,,,3,lower_case_with_underscores
setuptools_kwargs,2,,,,,,,,,2,lower_case_with_underscores
format,1725,7,,30,,28,202,,,1458,lowercase
numpy_ver,2,,,,,,2,,,,lower_case_with_underscores
extension,18,,,4,,3,1,,,10,lowercase
Extension,4,,,1,,,,,,3,CapitalizedWords
command,8,,,5,,,,,,3,lowercase
build,3,,,2,,,,,,1,lowercase
build_ext,7,,1,3,,,,,,3,lower_case_with_underscores
_build_ext,5,,,,,,,3,,2,lower_case_with_underscores
Distutils,2,,,2,,,,,,,CapitalizedWords
old_build_ext,2,,,2,,,,,,,lower_case_with_underscores
cython,5,,,,,,,,,5,lowercase
Tempita,1,,,1,,,,,,,CapitalizedWords
tempita,3,,,1,,,,1,,1,lowercase
_pxi_dep_template,2,,,,,,,,,2,lower_case_with_underscores
_pxifiles,4,,,,,,,,,4,lowercase
_pxi_dep,10,,,,,,,,,10,lower_case_with_underscores
module,34,,,,,5,3,,,26,lowercase
files,27,,,,,2,3,,,22,lowercase
items,497,1,,,,12,113,,,371,lowercase
pxi_files,3,,,,,,,,,3,lower_case_with_underscores
x,5425,,,,,1596,113,,,3716,b
extend,95,,,,,,,,,95,lowercase
build_extensions,4,2,,,,,,,,2,lower_case_with_underscores
pxifile,9,,,,,,,,,9,lowercase
endswith,51,,,,,,,,,51,lowercase
outfile,7,,,,,,,,,7,lowercase
exists,33,1,,,,,,,,32,lowercase
st_mtime,2,,,,,,,,,2,lower_case_with_underscores
stat,8,,,,,,2,,,6,lowercase
open,134,1,,,,,,,,133,lowercase
f,2196,275,,,,93,9,,,1819,b
tmpl,9,,,,,,,,,9,lowercase
read,263,30,,,,,,,,233,lowercase
pyxcontent,2,,,,,,,,,2,lowercase
sub,66,,,,,7,1,,,58,lowercase
write,200,22,,,,,1,,,177,lowercase
numpy_incl,3,,,,,,,,,3,lower_case_with_underscores
resource_filename,1,,,,,,,,,1,lower_case_with_underscores
ext,266,,,5,,106,10,,,145,lowercase
extensions,21,,,2,,1,,,,18,lowercase
hasattr,267,,,,,,,,,267,lowercase
include_dirs,4,,,,,,2,,,2,lower_case_with_underscores
append,1481,5,,,,11,70,,,1395,lowercase
DESCRIPTION,2,,,,,,,,,2,UPPERCASE
LONG_DESCRIPTION,2,,,,,,,,,2,UPPER_CASE_WITH_UNDERSCORES
DISTNAME,2,,,,,,,,,2,UPPERCASE
LICENSE,2,,,,,,,,,2,UPPERCASE
AUTHOR,2,,,,,,,,,2,UPPERCASE
EMAIL,2,,,,,,,,,2,UPPERCASE
URL,2,,,,,,,,,2,UPPERCASE
DOWNLOAD_URL,2,,,,,,,,,2,UPPER_CASE_WITH_UNDERSCORES
CLASSIFIERS,2,,,,,,,,,2,UPPERCASE
CleanCommand,2,,1,,,,,,,1,CapitalizedWords
user_options,3,,,,,,,,,3,lower_case_with_underscores
initialize_options,5,4,,,,,,,,1,lower_case_with_underscores
all,793,2,,,,,73,,,718,lowercase
_clean_me,4,,,,,,,,,4,lower_case_with_underscores
_clean_trees,4,,,,,,,,,4,lower_case_with_underscores
base,532,2,,66,,15,16,,,433,lowercase
dt,919,,,,,45,6,5,,863,lowercase
src,28,,,,,2,1,,,25,lowercase
util,586,,,582,,,,,,4,lowercase
parser,790,2,,6,,54,272,1,,455,lowercase
ujson_python,4,,,,,,,,,4,lower_case_with_underscores
ujson_lib,3,,,,,,,,,3,lower_case_with_underscores
