name,all,function def,class def,import,exception,param,keyword,alias,object decl,object,naming_style,words
NEWOBJ,1,,,,,,,,,1,UPPERCASE,"['newob', 'j']"
raw,5,,,,,,,,,5,lowercase,['raw']
author_info,9,,,,,,,,,9,lower_case_with_underscores,"['author', 'info']"
body_lines,4,,,,,,,,,4,lower_case_with_underscores,"['body', 'lines']"
seek,4,,,,,,,,,4,lowercase,['seek']
contents,2,,,,,,,,,2,lowercase,['contents']
poissonVectorRDD,1,1,,,,,,,,,mixedCase,"['poisson', 'vector', 'rd', 'd']"
cur_status,5,,,,,,,,,5,lower_case_with_underscores,"['cur', 'status']"
releases,8,,,,,,,,,8,lowercase,['releases']
default_fix_versions,9,,,,,,,,,9,lower_case_with_underscores,"['default', 'fix', 'versions']"
maxv,10,,,,,,,,,10,lowercase,['maxv']
stopGraceFully,2,,,,,,,,,2,mixedCase,"['stop', 'grace', 'fully']"
test_small_dataset,1,1,,,,,,,,,lower_case_with_underscores,"['test', 'small', 'dataset']"
fname,1,,,,,,,,,1,lowercase,['fname']
save_dict,3,1,,,,,,,,2,lower_case_with_underscores,"['save', 'dict']"
_old_sys_path,3,,,,,,,,,3,lower_case_with_underscores,"['old', 'sys', 'path']"
func_dict,2,,,,,,,,,2,lower_case_with_underscores,"['func', 'dict']"
keyBy,2,1,,,,,,,,1,mixedCase,"['key', 'by']"
glom,6,2,,,,,,,,4,lowercase,['glom']
getStart,3,1,,,,,,,,2,mixedCase,"['get', 'start']"
numFeatures,11,,,,,,,,,11,mixedCase,"['num', 'features']"
glob,4,,,2,,,,,,2,lowercase,['glob']
object,58,,,,,,,,,58,lowercase,['object']
Duration,1,,,,,,,,,1,CapitalizedWords,['duration']
microsecond,1,,,,,,,,,1,lowercase,['microsecond']
bisect_right,1,,,,,,,,,1,lower_case_with_underscores,"['bisect', 'right']"
StreamingContext,18,,1,6,,,,,,11,CapitalizedWords,"['streaming', 'context']"
ProfilerTests,1,,1,,,,,,,,CapitalizedWords,"['profiler', 'tests']"
typ,7,,,,,,,,,7,lowercase,['typ']
predictAll,1,1,,,,,,,,,mixedCase,"['predict', 'all']"
_prev_jrdd_deserializer,4,,,,,,,,,4,lower_case_with_underscores,"['prev', 'jrdd', 'deserializer']"
schema_rdd,2,,,,,,,,,2,lower_case_with_underscores,"['schema', 'rdd']"
m,57,,,,,,,,,57,b,['m']
setSeed,1,1,,,,,,,,,mixedCase,"['set', 'seed']"
LabeledPoint,38,,1,8,,,,,,29,CapitalizedWords,"['labeled', 'point']"
points,13,,,,,,,,,13,lowercase,['points']
getmaskarray,1,,,,,,,,,1,lowercase,['getmaskarray']
prev_func,4,,,,,,,,,4,lower_case_with_underscores,"['prev', 'func']"
AttributeError,9,,,,,,,,,9,CapitalizedWords,"['attribute', 'error']"
dot,22,2,,,,,,,,20,lowercase,['dot']
SQLContext,15,,1,6,,,,,,8,CapitalizedWords,"['sql', 'context']"
ExternalSorter,7,,1,2,,,,,,4,CapitalizedWords,"['external', 'sorter']"
exclude_patterns,1,,,,,,,,,1,lower_case_with_underscores,"['exclude', 'patterns']"
labels,8,,,,,,,,,8,lowercase,['labels']
_dictToJavaMap,9,1,,,,,,,,8,mixedCase,"['dict', 'to', 'java', 'map']"
PairwiseRDD,1,,,,,,,,,1,CapitalizedWords,"['pairwise', 'rd', 'd']"
PrimitiveType,14,,1,,,,,,,13,CapitalizedWords,"['primitive', 'type']"
has_key,2,,,,,,,,,2,lower_case_with_underscores,"['has', 'key']"
keywords,1,,,,,,,,,1,lowercase,['keywords']
d2,4,,,,,,,,,4,lowercase,['d2']
d1,7,,,,,,,,,7,lowercase,['d1']
copy,22,1,,2,,,,,,19,lowercase,['copy']
JIRA_API_BASE,9,,,,,,,,,9,UPPER_CASE_WITH_UNDERSCORES,"['jira', 'api', 'base']"
GithubException,2,,,1,,,,,,1,CapitalizedWords,"['github', 'exception']"
field2,3,,,,,,3,,,,lowercase,['field2']
similarity,2,,,,,,,,,2,lowercase,['similarity']
newPoints,3,,,,,,,,,3,mixedCase,"['new', 'points']"
field1,3,,,,,,3,,,,lowercase,['field1']
callsite,4,,,,,,,,,4,lowercase,['callsite']
setCallSite,2,,,,,,,,,2,mixedCase,"['set', 'call', 'site']"
link_header,2,,,,,,,,,2,lower_case_with_underscores,"['link', 'header']"
_jduration,8,1,,,,,,,,7,lowercase,['jduration']
_java2py,2,1,,,,,,,,1,lowercase,['java2py']
