name,all,function_def,class_def,import_module_or_alias,exception,param,keyword,alias,object_decl,object,naming_style
setPattern,1,1,,,,,,,,,mixedCase
prefix,5,,,,,,,,,5,lowercase
top_list,2,,,,,,,,,2,lower_case_with_underscores
clearCache,5,2,,,,,,,,3,mixedCase
utcfromtimestamp,1,,,,,,,,,1,lowercase
SocketServer,5,,,1,,,,1,,3,CapitalizedWords
ERROR_CODES,20,,,2,,,,,,18,UPPER_CASE_WITH_UNDERSCORES
stageIds,9,,,,,,,,,9,mixedCase
setStopWords,3,1,,,,,,,,2,mixedCase
originalMin,1,1,,,,,,,,,mixedCase
HasStepSize,6,,1,,,,,,,5,CapitalizedWords
second,2,1,,,,,,,,1,lowercase
my_batch,4,,,,,,,,,4,lower_case_with_underscores
transformedDF,10,,,,,,,,,10,mixedCase
errors,18,,,,,,,,,18,lowercase
null1,1,,,,,,,,,1,lowercase
iterables,3,,,,,,,,,3,lowercase
freqItems,7,2,,,,,,,,5,mixedCase
ghprb_pull_title,7,,,,,,,,,7,lower_case_with_underscores
test_basic_functions,1,1,,,,,,,,,lower_case_with_underscores
argv,96,,,,,,,,,96,lowercase
setScalingVec,1,1,,,,,,,,,mixedCase
test_module_dependency,1,1,,,,,,,,,lower_case_with_underscores
_merged_items,3,2,,,,,,,,1,lower_case_with_underscores
k,297,5,,,,,22,,,270,b
nulls,4,,,,,,,,,4,lowercase
_hijack_namedtuple,2,1,,,,,,,,1,lower_case_with_underscores
categoricalFeaturesInfo,46,,,,,,16,,,30,mixedCase
java_lr_summary,2,,,,,,,,,2,lower_case_with_underscores
java_predictions,2,,,,,,,,,2,lower_case_with_underscores
_sort_cols,3,1,,,,,,,,2,lower_case_with_underscores
classification,35,,,26,,,,,,9,lowercase
regexp_replace,2,1,,,,,,,,1,lower_case_with_underscores
needConversion,19,8,,,,,,,,11,mixedCase
getMinDocFreq,1,1,,,,,,,,,mixedCase
replace,47,2,,,,,,,,45,lowercase
run_scala_tests,2,1,,,,,,,,1,lower_case_with_underscores
FPGrowth,4,,1,1,,,,,,2,CapitalizedWords
gbtModel,4,,,,,,,,,4,mixedCase
mllibDV2,2,,,,,,,,,2,mixedCase
_type_mappings,3,,,,,,,,,3,lower_case_with_underscores
newAPIHadoopFile,9,1,,,,,,,,8,mixedCase
contains_file,2,1,,,,,,,,1,lower_case_with_underscores
_do_init,2,1,,,,,,,,1,lower_case_with_underscores
heappop,2,1,,,,,,,,1,lowercase
cPickle,2,,,2,,,,,,,mixedCase
isatty,1,,,,,,,,,1,lowercase
colCounts,6,,,,,,,,,6,mixedCase
featureImportances,6,6,,,,,,,,,mixedCase
test_get_or_create,1,1,,,,,,,,,lower_case_with_underscores
Person,3,,,,,,,,,3,CapitalizedWords
GeneralizedLinearRegressionTrainingSummary,2,,1,,,,,,,1,CapitalizedWords
parquet_schema_merging_example,2,1,,,,,,,,1,lower_case_with_underscores
unpack,5,,,,,,,,,5,lowercase
totalNumNodes,2,2,,,,,,,,,mixedCase
writelines,3,,,,,,,,,3,lowercase
tempDist,6,,,,,,,,,6,mixedCase
v2_size,8,,,,,,,,,8,lower_case_with_underscores
GroupedData,9,,1,4,,,,,,4,CapitalizedWords
socketserver,1,,,1,,,,,,,lowercase
build_profiles,8,,,,,,,,,8,lower_case_with_underscores
java_version,2,,,,,,,,,2,lower_case_with_underscores
inputFormatClass,8,,,,,,,,,8,mixedCase
squared_distance,21,6,,,,,,,,15,lower_case_with_underscores
test_udf_with_order_by_and_limit,1,1,,,,,,,,,lower_case_with_underscores
startSingleSink,2,,,,,,,,,2,mixedCase
feature,54,,,47,,,,,,7,lowercase
_JAVA_MAX_LONG,3,,,,,,,,,3,UPPER_CASE_WITH_UNDERSCORES
how,22,,,,,,9,,,13,lowercase
LOGGER,12,,,,,,,,,12,UPPERCASE
A,8,,,,,,,,,8,B
num_arg,2,,,,,,,,,2,lower_case_with_underscores
setMinTF,1,1,,,,,,,,,mixedCase
setSolver,2,2,,,,,,,,,mixedCase
test_sparse_vector_iteration,2,2,,,,,,,,,lower_case_with_underscores
types,48,,,29,,,,,,19,lowercase
classmethod,119,,,,,,,,,119,lowercase
alias,33,2,,,,,,,,31,lowercase
repartitioned,2,,,,,,,,,2,lowercase
NotImplementedError,41,,,,,,,,,41,CapitalizedWords
setNumIterations,2,1,,,,,,,,1,mixedCase
tag_exists,3,1,,,,,,,,2,lower_case_with_underscores
setRegParam,1,1,,,,,,,,,mixedCase
vars,2,,,,,,,,,2,lowercase
_convert_epytext,2,1,,,,,,,,1,lower_case_with_underscores
_R,2,,,,,,,,,2,B
_Q,2,,,,,,,,,2,B
initialRDD,11,,,,,,2,,,9,mixedCase
columnsDefault,2,,,,,,,,,2,mixedCase
uuid,4,,,1,,,,,,3,lowercase
fit,102,6,,,,,,,,96,lowercase
_x,4,,,,,,,,,4,b
approxQuantile,7,2,,,,,,,,5,mixedCase
areaUnderPR,2,1,,,,,,,,1,mixedCase
_k,5,,,,,,,,,5,b
test_rformula_force_index_label,1,1,,,,,,,,,lower_case_with_underscores
MLSerDe,9,,,,,,,,,9,CapitalizedWords
maxAttempts,2,,,,,,,,,2,mixedCase
_2,3,,,,,,,,,3,ugly
_1,1,,,,,,,,,1,ugly
dumps,64,9,,2,,,,,,53,lowercase
timeout,36,,,,,,,,,36,lowercase
debug,2,,,,,,,,,2,lowercase
REDUCE,5,,,,,,,,,5,UPPERCASE
subscribeType,2,,,,,,,,,2,mixedCase
CrossValidatorModel,4,,1,,,,,,,3,CapitalizedWords
from_iterable,11,,,,,,,,,11,lower_case_with_underscores
test_sparse_vector_indexing,2,2,,,,,,,,,lower_case_with_underscores
test_non_keywords,1,1,,,,,,,,,lower_case_with_underscores
countTokens,3,,,,,,,,,3,mixedCase
overwrite,5,2,,,,,,,,3,lowercase
rs,16,,,,,,,,,16,lowercase
dst,4,1,,,,,,,,3,lowercase
getKeyAndDoubleMessage,4,2,,,,,,,,2,mixedCase
re,53,,,16,,,,,,37,lowercase
rf,6,,,,,,,,,6,lowercase
Dummy,4,,2,,,,,,,2,CapitalizedWords
same_gbt_model,2,,,,,,,,,2,lower_case_with_underscores
estimate,2,1,,,,,,,,1,lowercase
md5,6,1,,,,,,,,5,lowercase
setDropLast,1,1,,,,,,,,,mixedCase
sys,423,,,98,,,,,,325,lowercase
has_sorted_indices,3,,,,,,,,,3,lower_case_with_underscores
r2,6,2,,,,,,,,4,lowercase
sm2,4,,,,,,,,,4,lowercase
sm1,44,,,,,,,,,44,lowercase
test_save_and_load_builder,1,1,,,,,,,,,lower_case_with_underscores
centers2,2,,,,,,,,,2,lowercase
centers1,2,,,,,,,,,2,lowercase
registerPython,1,,,,,,,,,1,mixedCase
HasRawPredictionCol,9,,1,1,,,,,,7,CapitalizedWords
prompt_msg,2,,,,,,,,,2,lower_case_with_underscores
basestring,61,,,,,,,,,61,lowercase
nParts,3,,,,,,1,,,2,mixedCase
getPredictionCol,8,1,,,,,,,,7,mixedCase
master,32,1,,,,,,,,31,lowercase
checkpointLocation,4,,,,,,4,,,,mixedCase
primary_author,4,,,,,,,,,4,lower_case_with_underscores
getNames,1,1,,,,,,,,,mixedCase
listen,2,,,,,,,,,2,lowercase
streaming_kinesis_asl,2,,,,,,,,,2,lower_case_with_underscores
takeAndPrint,2,1,,,,,,,,1,mixedCase
setLabelCol,3,1,,,,,,,,2,mixedCase
max_val,3,,,,,,,,,3,lower_case_with_underscores
assertIsNone,7,,,,,,,,,7,mixedCase
translate_issue_type,2,1,,,,,,,,1,lower_case_with_underscores
showed,2,,,,,,,,,2,lowercase
temp_author,8,,,,,,,,,8,lower_case_with_underscores
iteration,1,,,,,,,,,1,lowercase
project,1,,,,,,,,,1,lowercase
test_cache,1,1,,,,,,,,,lower_case_with_underscores
my_filter,2,,,,,,,,,2,lower_case_with_underscores
JavaVectorTransformer,9,,1,,,,,,,8,CapitalizedWords
setMin,1,1,,,,,,,,,mixedCase
wfile,1,,,,,,,,,1,lowercase
getDegree,1,1,,,,,,,,,mixedCase
mergedDF,2,,,,,,,,,2,mixedCase
NEWOBJ,1,,,,,,,,,1,UPPERCASE
get_print_list,1,,,,,,,,,1,lower_case_with_underscores
lda_path,3,,,,,,,,,3,lower_case_with_underscores
python_exec,10,,,,,,,,,10,lower_case_with_underscores
readStream,17,2,,,,,,,,15,mixedCase
poissonVectorRDD,1,1,,,,,,,,,mixedCase
default_fix_versions,9,,,,,,,,,9,lower_case_with_underscores
test_zip_with_different_number_of_items,1,1,,,,,,,,,lower_case_with_underscores
getMaxMemoryInMB,1,1,,,,,,,,,mixedCase
_old_sys_path,3,,,,,,,,,3,lower_case_with_underscores
_callback_server,4,,,,,,,,,4,lower_case_with_underscores
transactions,2,,,,,,,,,2,lowercase
object,130,,,,,,,,,130,lowercase
metrics,47,,,,,,,,,47,lowercase
microsecond,5,,,,,,1,,,4,lowercase
getTopicDistributionCol,1,1,,,,,,,,,mixedCase
itemFactors,1,1,,,,,,,,,mixedCase
StreamingContext,70,,1,17,,,,,,52,CapitalizedWords
numCompletedTasks,1,,,,,,,,,1,mixedCase
predictAll,3,1,,,,,,,,2,mixedCase
intlike,2,,,,,,,,,2,lowercase
streaming_kafka,2,,,,,,,,,2,lower_case_with_underscores
setLossType,2,2,,,,,,,,,mixedCase
filtered_data,6,,,,,,,,,6,lower_case_with_underscores
_java_obj,93,,,,,,,,,93,lower_case_with_underscores
flume_assembly_jar,3,,,,,,,,,3,lower_case_with_underscores
mllibSMt,2,,,,,,,,,2,mixedCase
lr_path,6,,,,,,,,,6,lower_case_with_underscores
HasMaxIter,18,,1,1,,,,,,16,CapitalizedWords
_bandwidth,3,,,,,,,,,3,lowercase
newPoints,3,,,,,,,,,3,mixedCase
_empty_java_param_map,2,1,,,,,,,,1,lower_case_with_underscores
UNKNOWN_BATCH_SIZE,2,,,,,,,,,2,UPPER_CASE_WITH_UNDERSCORES
_jduration,9,1,,,,,,,,8,lowercase
tzinfo,5,,,,,,2,,,3,lowercase
testdata,2,,,,,,,,,2,lowercase
contributors_file_name,8,,,,,,,,,8,lower_case_with_underscores
_kafkaTestUtils,39,,,,,,,,,39,mixedCase
other_x,2,,,,,,1,,,1,lower_case_with_underscores
func_name,2,,,,,,,,,2,lower_case_with_underscores
returnitem,8,,,,,,,,,8,lowercase
polyDF,2,,,,,,,,,2,mixedCase
ceil,2,,,1,,,,,,1,lowercase
repartitionAndSortWithinPartitions,2,1,,,,,,,,1,mixedCase
createTempFile,12,1,,,,,,,,11,mixedCase
newCV,4,,,,,,,,,4,mixedCase
same_dt_model,2,,,,,,,,,2,lower_case_with_underscores
param_code,2,,,,,,,,,2,lower_case_with_underscores
X,5,,,,,,,,,5,B
flatMappedRDD,24,,,,,,,,,24,mixedCase
getModelType,1,1,,,,,,,,,mixedCase
collect_list,2,,,,,,,,,2,lower_case_with_underscores
test_medium_dataset,1,1,,,,,,,,,lower_case_with_underscores
patch,8,,,1,,,,,,7,lowercase
_create_column_from_literal,5,1,,1,,,,,,3,lower_case_with_underscores
release,1,,,,,,,,,1,lowercase
test_result_note,5,,,,,,,,,5,lower_case_with_underscores
CodeType,3,,,,,,,,,3,CapitalizedWords
_do_python_join,5,1,,,,,,,,4,lower_case_with_underscores
result,243,,,,,,,,,243,lowercase
fail,20,1,,,,,,,,19,lowercase
best,6,,,,,,,,,6,lowercase
sampledRDD,2,,,,,,,,,2,mixedCase
test_zip_with_different_object_sizes,1,1,,,,,,,,,lower_case_with_underscores
bodyDecoder,6,,,,,,,,,6,mixedCase
_pickled_broadcast_vars,4,,,,,,,,,4,lower_case_with_underscores
KafkaDStream,2,,1,,,,,,,1,CapitalizedWords
minDF,7,,,,,,3,,,4,mixedCase
HasInputCols,3,,1,,,,,,,2,CapitalizedWords
extend,14,,,,,,,,,14,lowercase
HasLabelCol,22,,1,1,,,,,,20,CapitalizedWords
initial_weights,5,,,,,,,,,5,lower_case_with_underscores
page_json,2,,,,,,,,,2,lower_case_with_underscores
exec_maven,3,1,,,,,,,,2,lower_case_with_underscores
oneAtATime,3,,,,,,,,,3,mixedCase
test_fillna,1,1,,,,,,,,,lower_case_with_underscores
