name,all,function_def,class_def,import_module_or_alias,exception,param,keyword,alias,object_decl,object,naming_style
print_function,9,,,9,,,,,,,lower_case_with_underscores
os,1029,,,135,,,,,,894,lowercase
sys,228,,,74,,,,,,154,lowercase
types,27,,,19,,,,,,8,lowercase
version_info,2,,,,,,,,,2,lower_case_with_underscores
print,401,,,,,,,,,401,lowercase
exit,91,,,,,,,,,91,lowercase
BASE_DIR,12,,,,,,,,,12,UPPER_CASE_WITH_UNDERSCORES
dirname,142,,,,,1,,,,141,lowercase
path,988,1,,,,25,23,,,939,lowercase
abspath,44,,,,,,,,,44,lowercase
append,506,,,,,,,,,506,lowercase
scripts,27,,,24,,,,,,3,lowercase
lib,1442,,,1415,,,,,,27,lowercase
setup_path_on_import,4,,,4,,,,,,,lower_case_with_underscores
zulip_tools,14,,,14,,,,,,,lower_case_with_underscores
script_should_not_be_root,3,1,,1,,,,,,1,lower_case_with_underscores
access,2,,,,,,,,,2,lowercase
R_OK,2,,,,,,,,,2,UPPER_CASE_WITH_UNDERSCORES
modules,9,,,,,,,,,9,lowercase
ModuleType,4,,,1,,,,,,3,CapitalizedWords
setdefault,15,,,,,,,,,15,lowercase
environ,52,,,,,,,,,52,lowercase
django,1548,,,1416,,,,,,132,lowercase
conf,216,,,210,,,,,,6,lowercase
settings,1269,,,208,,2,3,,,1056,lowercase
core,195,,,187,,,,,,8,lowercase
management,128,,,128,,,,,,,lowercase
execute_from_command_line,2,,,1,,,,,,1,lower_case_with_underscores
base,130,,,77,,,1,,,52,lowercase
CommandError,68,,,20,,,,,,48,CapitalizedWords
log_management_command,3,1,,1,,,,,,1,lower_case_with_underscores
join,513,,,2,,,,,,511,lowercase
argv,15,,,,,,,,,15,lowercase
MANAGEMENT_LOG_PATH,1,,,,,,,,,1,UPPER_CASE_WITH_UNDERSCORES
len,803,,,,,,,,,803,lowercase
e,197,,,,64,4,,,,129,b
file,15,,,,,1,10,,,4,lowercase
stderr,29,,,,,2,11,,,16,lowercase
ZULIP_VERSION,17,,,6,,,,,,11,UPPER_CASE_WITH_UNDERSCORES
PROVISION_VERSION,8,,,2,,,,,,6,UPPER_CASE_WITH_UNDERSCORES
datetime,355,,,85,,,,,,270,lowercase
typing,461,,,461,,,,,,,lowercase
Any,1977,,,363,,,,,,1614,CapitalizedWords
Dict,1235,,,274,,,,,,961,CapitalizedWords
Optional,1061,,,224,,,,,,837,CapitalizedWords
Tuple,241,,,100,,,,,,141,CapitalizedWords
Union,121,,,56,,,,,,65,CapitalizedWords
db,536,,,430,,,1,,,105,lowercase
models,1677,,,631,,,,,,1046,lowercase
